time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm)_x,elevation,city_x,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm)_y,vapor_pressure_deficit (kPa),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),city_y,month,rainy,year
2019-09-21,26.8,23.8,29.8,27.3,2019-09-21T05:08,2019-09-21T17:16,23.98,0.1,0.0,23.5,40.0,4.25,0,u,24.1,91.0,22.4,27.8,1013.6,987.9,0.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,13.2,124.0,125.0,17.3,0.0,0.28,23.8,24.4,24.3,24.1,0.038,0.04,0.047,0.083,u,9,False,2019
2019-09-22,27.1,23.4,30.5,26.9,2019-09-22T05:07,2019-09-22T17:16,25.14,0.0,0.0,22.5,35.3,4.56,0,u,23.8,90.0,22.1,27.4,1014.3,988.6,0.0,29.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,8.9,11.2,130.0,132.0,15.8,0.0,0.29,23.9,24.5,24.4,24.3,0.037,0.039,0.046,0.083,u,9,False,2019
2019-09-23,27.3,23.9,30.9,27.2,2019-09-23T05:07,2019-09-23T17:15,24.48,0.0,0.0,21.3,35.3,4.51,0,u,24.3,88.0,22.2,27.8,1014.9,989.2,0.0,41.0,17.0,0.0,85.0,0.0,0.0,0.0,0.0,10.8,14.1,120.0,122.0,19.1,0.01,0.36,24.0,24.6,24.4,24.3,0.037,0.039,0.046,0.083,u,9,False,2019
2019-09-24,27.8,24.3,32.5,28.0,2019-09-24T05:06,2019-09-24T17:15,25.67,0.4,0.0,20.7,35.3,4.57,0,u,24.6,92.0,23.3,28.7,1014.4,988.7,0.0,60.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,10.9,16.0,124.0,126.0,17.6,0.0,0.24,24.4,24.8,24.6,24.5,0.036,0.039,0.046,0.083,u,9,False,2019
2019-09-25,28.0,24.5,32.7,28.5,2019-09-25T05:05,2019-09-25T17:15,24.74,0.2,0.0,22.8,36.7,4.44,0,u,24.7,94.0,23.6,28.7,1014.4,988.7,0.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,17.6,117.0,118.0,22.3,0.0,0.19,24.4,25.0,24.7,24.6,0.037,0.04,0.046,0.083,u,9,False,2019
2019-09-26,27.6,24.9,32.4,28.9,2019-09-26T05:05,2019-09-26T17:15,24.65,0.5,0.0,20.6,33.1,4.36,0,u,25.1,93.0,23.9,29.5,1013.7,988.1,0.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,16.8,121.0,121.0,20.5,0.0,0.21,24.7,25.1,24.8,24.7,0.036,0.039,0.045,0.082,u,9,False,2019
2019-09-27,27.2,24.4,31.7,28.8,2019-09-27T05:04,2019-09-27T17:15,23.95,1.1,0.0,22.1,34.9,4.17,0,u,24.7,94.0,23.7,29.4,1014.7,989.0,0.0,54.0,30.0,0.0,91.0,0.0,0.0,0.0,0.0,8.2,11.4,113.0,118.0,16.2,0.0,0.18,24.6,25.1,24.9,24.7,0.038,0.04,0.046,0.082,u,9,False,2019
2019-09-28,28.0,24.5,31.6,28.3,2019-09-28T05:04,2019-09-28T17:15,23.99,1.0,0.0,26.0,41.8,4.32,0,u,24.9,95.0,24.0,28.9,1015.4,989.7,0.0,47.0,41.0,0.0,33.0,0.0,0.0,0.0,0.0,13.7,19.0,125.0,127.0,23.8,0.0,0.16,24.7,25.1,25.0,24.8,0.04,0.04,0.046,0.082,u,9,False,2019
2019-09-29,28.0,24.6,32.4,28.5,2019-09-29T05:03,2019-09-29T17:15,24.67,0.5,0.0,21.1,35.6,4.5,0,u,24.8,94.0,23.7,28.7,1014.3,988.6,0.0,67.0,37.0,8.0,95.0,0.0,0.0,0.0,0.0,13.5,17.1,115.0,115.0,22.7,0.0,0.18,24.7,25.2,25.0,24.8,0.039,0.04,0.046,0.082,u,9,False,2019
2019-09-30,27.4,24.4,31.8,28.3,2019-09-30T05:03,2019-09-30T17:15,25.6,0.0,0.0,21.5,37.8,4.49,0,u,24.9,91.0,23.4,28.8,1014.7,989.0,0.0,59.0,31.0,8.0,89.0,0.0,0.0,0.0,0.0,12.1,16.3,113.0,115.0,22.3,0.0,0.28,24.8,25.2,25.1,24.9,0.038,0.04,0.045,0.082,u,9,False,2019
2019-10-01,27.6,24.2,32.0,28.4,2019-10-01T05:02,2019-10-01T17:15,25.79,0.0,0.0,22.1,36.4,4.57,0,u,24.7,92.0,23.3,29.3,1014.6,988.9,0.0,60.0,35.0,0.0,94.0,0.0,0.0,0.0,0.0,7.1,10.2,135.0,135.0,19.4,0.0,0.25,24.7,25.2,25.1,24.9,0.038,0.04,0.046,0.082,u,10,True,2019
2019-10-02,27.6,24.2,32.7,28.9,2019-10-02T05:01,2019-10-02T17:14,25.79,1.3,0.0,19.0,34.9,4.54,0,u,24.7,93.0,23.6,29.4,1014.4,988.7,0.0,60.0,38.0,0.0,87.0,0.0,0.0,0.0,0.0,7.8,12.7,124.0,125.0,14.4,0.0,0.2,24.1,24.6,24.4,24.2,0.038,0.04,0.045,0.082,u,10,True,2019
2019-10-03,27.8,24.2,33.2,29.1,2019-10-03T05:01,2019-10-03T17:14,25.44,1.4,0.0,20.2,35.6,4.54,0,u,24.8,97.0,24.2,30.0,1013.9,988.2,0.0,69.0,52.0,0.0,75.0,0.0,0.0,0.0,0.0,6.7,10.3,126.0,126.0,10.8,0.0,0.1,24.5,24.8,24.6,24.4,0.045,0.041,0.047,0.082,u,10,True,2019
2019-10-04,27.8,24.1,32.2,28.7,2019-10-04T05:00,2019-10-04T17:14,25.89,0.0,0.0,20.9,36.7,4.67,0,u,24.7,94.0,23.6,29.2,1014.2,988.5,0.0,37.0,19.0,0.0,66.0,0.0,0.0,0.0,0.0,8.8,12.1,109.0,113.0,16.2,0.0,0.2,24.3,25.0,24.8,24.6,0.044,0.042,0.047,0.081,u,10,True,2019
2019-10-05,26.4,23.5,31.0,27.7,2019-10-05T05:00,2019-10-05T17:14,26.21,0.3,0.0,20.3,33.5,4.48,0,u,24.5,83.0,21.4,28.9,1013.4,987.7,0.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,135.0,150.0,12.2,0.0,0.52,24.1,24.9,24.8,24.6,0.042,0.041,0.046,0.081,u,10,True,2019
2019-10-06,26.9,23.8,31.8,28.1,2019-10-06T04:59,2019-10-06T17:14,24.47,1.5,0.0,18.9,32.4,4.24,0,u,24.2,84.0,21.4,28.2,1013.0,987.3,0.0,13.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8,6.0,107.0,123.0,11.9,0.0,0.47,24.0,24.6,24.6,24.4,0.041,0.041,0.046,0.081,u,10,True,2019
2019-10-07,27.3,24.3,32.3,28.6,2019-10-07T04:59,2019-10-07T17:14,24.81,0.1,0.0,20.2,34.9,4.36,0,u,24.9,89.0,22.9,29.2,1012.8,987.2,0.0,71.0,50.0,0.0,85.0,0.0,0.0,0.0,0.0,7.6,11.6,121.0,126.0,14.0,0.0,0.35,24.4,24.8,24.7,24.5,0.042,0.042,0.047,0.081,u,10,True,2019
2019-10-08,27.5,24.3,32.1,29.1,2019-10-08T04:58,2019-10-08T17:14,25.73,0.0,0.0,20.5,33.5,4.51,0,u,24.7,91.0,23.2,29.6,1012.6,987.0,0.0,62.0,40.0,1.0,84.0,0.0,0.0,0.0,0.0,5.2,7.7,146.0,139.0,11.2,0.0,0.27,24.4,25.0,24.9,24.7,0.041,0.042,0.047,0.081,u,10,True,2019
2019-10-09,27.7,24.9,32.7,29.0,2019-10-09T04:58,2019-10-09T17:14,26.38,0.0,0.0,20.5,34.6,4.71,0,u,25.1,81.0,21.7,29.2,1012.8,987.2,0.0,42.0,45.0,0.0,4.0,0.0,0.0,0.0,0.0,4.1,6.2,142.0,144.0,11.5,0.0,0.6,24.5,25.0,24.9,24.7,0.041,0.042,0.048,0.081,u,10,True,2019
2019-10-10,28.3,24.7,33.8,29.2,2019-10-10T04:57,2019-10-10T17:14,26.45,0.3,0.0,16.9,31.3,4.82,0,u,25.1,91.0,23.6,30.0,1012.5,986.9,0.0,16.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8,10.2,115.0,122.0,13.3,0.0,0.28,24.8,25.3,25.1,24.9,0.04,0.043,0.048,0.081,u,10,True,2019
2019-10-11,28.5,25.0,33.6,29.6,2019-10-11T04:57,2019-10-11T17:14,27.18,0.0,0.0,18.8,32.0,4.94,0,u,25.3,94.0,24.3,30.1,1013.2,987.6,0.0,35.0,17.0,0.0,67.0,0.0,0.0,0.0,0.0,10.3,14.9,102.0,110.0,16.6,0.0,0.18,25.0,25.5,25.3,25.1,0.042,0.042,0.048,0.081,u,10,True,2019
2019-10-12,27.7,24.5,33.0,29.3,2019-10-12T04:56,2019-10-12T17:14,26.73,0.2,0.0,19.3,32.8,4.76,0,u,25.3,92.0,23.8,30.2,1011.7,986.1,0.0,44.0,18.0,0.0,93.0,0.0,0.0,0.0,0.0,7.4,9.7,113.0,117.0,12.6,0.0,0.26,25.1,25.5,25.3,25.1,0.042,0.042,0.048,0.08,u,10,True,2019
2019-10-13,27.6,24.1,32.8,28.9,2019-10-13T04:56,2019-10-13T17:14,26.16,0.1,0.0,21.6,34.2,4.65,0,u,24.5,93.0,23.3,29.7,1012.1,986.5,0.0,29.0,5.0,0.0,82.0,0.0,0.0,0.0,0.0,3.1,5.4,111.0,138.0,7.6,0.0,0.22,24.9,25.6,25.4,25.2,0.042,0.043,0.048,0.08,u,10,True,2019
2019-10-14,27.6,24.3,32.5,29.4,2019-10-14T04:55,2019-10-14T17:14,24.66,0.9,0.0,20.5,33.8,4.34,0,u,24.8,95.0,23.9,29.9,1012.3,986.7,0.0,65.0,47.0,0.0,77.0,0.0,0.0,0.0,0.0,5.8,8.3,184.0,178.0,12.6,0.0,0.16,25.2,25.8,25.6,25.4,0.04,0.042,0.048,0.08,u,10,True,2019
2019-10-15,27.5,24.5,32.4,28.8,2019-10-15T04:55,2019-10-15T17:14,23.68,2.2,0.0,21.5,33.1,4.11,0,u,25.1,87.0,22.7,29.6,1012.7,987.1,0.0,49.0,31.0,0.0,71.0,0.0,0.0,0.0,0.0,5.7,7.7,125.0,131.0,13.3,0.0,0.41,25.1,25.8,25.7,25.4,0.041,0.041,0.047,0.08,u,10,True,2019
2019-10-16,27.7,24.1,31.9,28.3,2019-10-16T04:54,2019-10-16T17:14,25.53,0.1,0.0,20.9,36.7,4.64,0,u,24.8,83.0,21.8,28.7,1012.6,987.0,0.0,56.0,33.0,0.0,89.0,0.0,0.0,0.0,0.0,5.9,7.9,104.0,114.0,13.0,0.0,0.52,24.8,25.5,25.5,25.3,0.043,0.041,0.047,0.08,u,10,True,2019
2019-10-17,27.7,24.6,32.2,28.3,2019-10-17T04:54,2019-10-17T17:14,26.28,0.0,0.0,21.6,35.3,4.76,0,u,25.4,87.0,23.1,29.8,1012.2,986.6,0.0,37.0,12.0,3.0,81.0,0.0,0.0,0.0,0.0,7.7,9.5,118.0,119.0,15.5,0.0,0.41,25.1,25.6,25.6,25.4,0.041,0.041,0.047,0.08,u,10,True,2019
2019-10-18,27.9,24.5,32.8,29.4,2019-10-18T04:53,2019-10-18T17:14,26.43,0.3,0.0,21.2,34.2,4.79,0,u,25.1,89.0,23.2,30.0,1011.8,986.2,0.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.9,132.0,133.0,11.9,0.0,0.34,25.0,25.6,25.4,25.2,0.04,0.041,0.047,0.08,u,10,True,2019
2019-10-19,28.3,25.0,33.0,29.7,2019-10-19T04:53,2019-10-19T17:14,26.69,0.0,0.0,21.0,34.6,4.88,0,u,25.8,87.0,23.4,30.3,1011.9,986.4,0.0,11.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,8.1,11.3,111.0,112.0,14.4,0.0,0.43,25.2,25.7,25.5,25.3,0.039,0.041,0.047,0.08,u,10,True,2019
2019-10-20,28.7,25.0,34.0,29.6,2019-10-20T04:53,2019-10-20T17:14,26.06,1.6,0.0,18.7,33.8,4.91,0,u,25.3,92.0,23.9,29.9,1012.8,987.2,0.0,63.0,45.0,0.0,74.0,0.0,0.0,0.0,0.0,9.3,12.6,118.0,121.0,17.6,0.0,0.26,25.3,25.9,25.6,25.4,0.039,0.041,0.047,0.079,u,10,True,2019
2019-10-21,28.9,25.4,33.9,30.1,2019-10-21T04:52,2019-10-21T17:14,26.86,0.4,0.0,21.9,36.4,4.86,0,u,25.6,94.0,24.5,30.3,1012.3,986.8,0.0,36.0,28.0,3.0,30.0,0.0,0.0,0.0,0.0,12.2,19.0,109.0,115.0,22.0,0.0,0.21,25.1,25.6,25.4,25.1,0.038,0.041,0.047,0.079,u,10,True,2019
2019-10-22,28.5,25.3,34.0,30.5,2019-10-22T04:52,2019-10-22T17:14,26.66,2.4,0.0,21.5,38.2,4.85,0,u,25.9,86.0,23.3,30.7,1011.1,985.6,0.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,10.1,117.0,125.0,16.9,0.0,0.47,25.2,25.8,25.5,25.3,0.038,0.041,0.047,0.079,u,10,True,2019
2019-10-23,28.5,25.2,34.2,30.2,2019-10-23T04:51,2019-10-23T17:14,27.31,0.2,0.0,20.5,34.9,5.03,0,u,25.6,94.0,24.6,31.0,1010.9,985.4,0.0,60.0,45.0,0.0,64.0,0.0,0.0,0.0,0.0,6.6,9.8,103.0,107.0,13.7,0.0,0.19,25.1,25.6,25.4,25.1,0.04,0.041,0.047,0.079,u,10,True,2019
2019-10-24,27.9,24.9,33.4,30.1,2019-10-24T04:51,2019-10-24T17:14,27.08,0.7,0.0,20.1,34.9,4.85,0,u,25.8,86.0,23.2,30.9,1011.3,985.8,0.0,36.0,23.0,0.0,52.0,0.0,0.0,0.0,0.0,3.8,5.1,139.0,135.0,11.2,0.0,0.48,25.5,26.0,25.8,25.5,0.04,0.042,0.048,0.079,u,10,True,2019
2019-10-25,28.3,24.8,34.1,29.7,2019-10-25T04:51,2019-10-25T17:14,26.17,0.5,0.0,21.0,34.6,4.72,0,u,25.2,94.0,24.1,31.2,1011.7,986.1,0.0,28.0,21.0,5.0,19.0,0.0,0.0,0.0,0.0,1.3,3.1,146.0,144.0,9.0,0.0,0.2,25.6,26.1,25.8,25.5,0.038,0.041,0.047,0.079,u,10,True,2019
2019-10-26,28.2,25.1,33.3,29.5,2019-10-26T04:50,2019-10-26T17:15,26.1,0.0,0.0,20.2,33.1,4.73,0,u,25.5,87.0,23.2,30.5,1011.5,986.0,0.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.0,165.0,163.0,11.9,0.0,0.42,25.7,26.3,26.1,25.8,0.038,0.041,0.047,0.079,u,10,True,2019
2019-10-27,28.3,24.8,33.4,29.5,2019-10-27T04:50,2019-10-27T17:15,26.65,0.0,0.0,19.1,34.2,4.87,0,u,25.3,85.0,22.6,30.2,1011.2,985.7,0.0,58.0,41.0,0.0,70.0,0.0,0.0,0.0,0.0,2.1,3.5,149.0,156.0,9.0,0.0,0.49,25.6,26.1,26.0,25.7,0.038,0.041,0.047,0.079,u,10,True,2019
2019-10-28,28.2,25.1,33.7,30.0,2019-10-28T04:50,2019-10-28T17:15,26.91,0.2,0.0,19.1,34.2,4.91,0,u,25.7,85.0,23.0,30.5,1011.1,985.6,0.0,49.0,20.0,10.0,84.0,0.0,0.0,0.0,0.0,4.7,7.1,99.0,114.0,12.6,0.0,0.49,25.7,26.2,26.1,25.8,0.037,0.04,0.046,0.078,u,10,True,2019
2019-10-29,27.8,24.9,33.4,30.0,2019-10-29T04:50,2019-10-29T17:15,25.77,0.2,0.0,17.9,33.5,4.69,0,u,25.4,85.0,22.6,30.6,1011.7,986.2,0.0,26.0,19.0,1.0,26.0,0.0,0.0,0.0,0.0,0.8,1.6,243.0,207.0,8.6,0.0,0.5,25.3,26.0,25.8,25.5,0.036,0.039,0.045,0.078,u,10,True,2019
2019-10-30,28.1,25.4,32.8,29.8,2019-10-30T04:49,2019-10-30T17:15,27.14,0.6,0.0,20.9,35.3,4.92,0,u,25.4,79.0,21.5,29.8,1011.2,985.7,0.0,55.0,47.0,0.0,42.0,0.0,0.0,0.0,0.0,1.8,2.9,101.0,120.0,10.1,0.0,0.68,25.5,26.2,26.1,25.8,0.037,0.039,0.045,0.078,u,10,True,2019
2019-10-31,28.6,25.5,34.8,30.9,2019-10-31T04:49,2019-10-31T17:15,25.47,2.2,0.0,17.2,28.4,4.68,0,u,26.3,88.0,24.1,31.6,1010.0,984.6,0.0,14.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,6.3,8.7,114.0,114.0,14.0,0.0,0.42,25.9,26.3,26.2,25.9,0.037,0.039,0.044,0.078,u,10,True,2019
2019-11-01,27.9,25.3,33.5,30.7,2019-11-01T04:49,2019-11-01T17:15,23.88,1.0,0.0,18.7,28.4,4.29,0,u,25.9,92.0,24.5,31.4,1010.9,985.4,0.0,41.0,39.0,7.0,4.0,0.0,0.0,0.0,0.0,6.4,8.4,137.0,137.0,11.5,0.0,0.26,26.1,26.5,26.3,26.0,0.052,0.039,0.044,0.078,u,11,True,2019
2019-11-02,26.9,24.9,32.1,30.0,2019-11-02T04:48,2019-11-02T17:16,21.83,3.8,0.0,17.0,31.0,3.93,0,u,25.5,91.0,23.9,30.9,1010.7,985.2,0.0,45.0,24.0,4.0,71.0,0.0,0.0,0.0,0.0,4.3,5.6,156.0,153.0,8.6,0.0,0.29,26.0,26.4,26.5,26.2,0.053,0.038,0.044,0.078,u,11,True,2019
2019-11-03,27.9,25.0,33.2,29.8,2019-11-03T04:48,2019-11-03T17:16,22.65,2.3,0.0,20.2,31.7,4.13,0,u,25.3,91.0,23.7,30.4,1012.1,986.5,0.0,61.0,35.0,11.0,76.0,0.0,0.0,0.0,0.0,5.7,7.1,125.0,131.0,14.0,0.0,0.3,25.9,26.3,26.5,26.2,0.059,0.039,0.045,0.078,u,11,True,2019
2019-11-04,27.6,25.1,32.9,29.8,2019-11-04T04:48,2019-11-04T17:16,24.35,0.4,0.0,18.4,27.7,4.42,0,u,25.3,91.0,23.8,30.3,1013.3,987.7,0.0,49.0,28.0,11.0,58.0,0.0,0.0,0.0,0.0,6.0,7.9,123.0,129.0,15.5,0.0,0.27,26.0,26.3,26.3,26.1,0.057,0.038,0.046,0.078,u,11,True,2019
2019-11-05,28.0,24.4,33.8,28.9,2019-11-05T04:48,2019-11-05T17:16,27.84,0.4,0.0,18.4,33.5,5.09,0,u,24.8,89.0,22.8,29.3,1013.5,987.9,0.0,34.0,32.0,5.0,8.0,0.0,0.0,0.0,0.0,5.5,7.4,122.0,133.0,13.3,0.0,0.35,25.1,25.8,25.8,25.6,0.054,0.038,0.046,0.078,u,11,True,2019
2019-11-06,28.0,24.8,33.3,29.5,2019-11-06T04:48,2019-11-06T17:16,27.73,0.0,0.0,17.9,32.4,5.11,0,u,25.3,84.0,22.3,30.2,1011.5,986.0,0.0,30.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,333.0,214.0,11.2,0.0,0.53,25.3,25.9,25.9,25.7,0.049,0.038,0.045,0.077,u,11,True,2019
2019-11-07,28.1,24.9,33.4,29.6,2019-11-07T04:48,2019-11-07T17:17,27.26,0.0,0.0,17.9,31.7,5.08,0,u,25.3,80.0,21.6,29.8,1011.3,985.8,0.0,25.0,7.0,1.0,59.0,0.0,0.0,0.0,0.0,1.8,2.4,281.0,243.0,9.4,0.0,0.64,25.5,26.1,26.0,25.8,0.044,0.037,0.044,0.077,u,11,True,2019
2019-11-08,28.5,25.5,34.8,30.8,2019-11-08T04:47,2019-11-08T17:17,25.84,0.5,0.0,15.9,27.7,4.8,0,u,25.9,82.0,22.6,31.0,1011.9,986.4,0.0,54.0,24.0,11.0,86.0,0.0,0.0,0.0,0.0,0.8,1.1,297.0,198.0,8.3,0.0,0.6,25.8,26.2,26.0,25.8,0.04,0.037,0.043,0.077,u,11,True,2019
2019-11-09,28.4,25.2,34.6,30.8,2019-11-09T04:47,2019-11-09T17:17,26.38,0.1,0.0,17.1,30.6,4.92,0,u,25.7,91.0,24.0,31.2,1013.5,987.9,0.0,14.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,4.3,6.5,175.0,174.0,9.7,0.0,0.31,25.9,26.4,26.2,26.0,0.04,0.036,0.042,0.077,u,11,True,2019
2019-11-10,28.6,25.6,34.7,30.9,2019-11-10T04:47,2019-11-10T17:18,26.23,0.4,0.0,17.3,29.5,4.82,0,u,26.5,81.0,23.0,31.7,1012.8,987.3,0.0,17.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,2.2,3.3,171.0,167.0,8.6,0.0,0.65,26.2,26.6,26.4,26.2,0.04,0.036,0.042,0.077,u,11,True,2019
2019-11-11,28.8,25.6,34.6,30.9,2019-11-11T04:47,2019-11-11T17:18,26.67,0.0,0.0,17.2,30.2,4.98,0,u,26.2,90.0,24.4,31.7,1011.8,986.3,0.0,47.0,31.0,20.0,25.0,0.0,0.0,0.0,0.0,5.5,6.8,157.0,162.0,9.7,0.0,0.33,26.4,26.7,26.5,26.3,0.039,0.036,0.041,0.077,u,11,True,2019
2019-11-12,28.8,25.7,35.3,31.0,2019-11-12T04:47,2019-11-12T17:18,25.16,2.3,0.0,17.6,31.3,4.64,0,u,26.1,89.0,24.2,31.8,1011.6,986.1,0.0,18.0,15.0,4.0,6.0,0.0,0.0,0.0,0.0,2.9,4.3,187.0,185.0,9.4,0.0,0.36,26.4,26.8,26.5,26.3,0.038,0.036,0.041,0.077,u,11,True,2019
2019-11-13,29.4,26.2,35.5,31.8,2019-11-13T04:47,2019-11-13T17:18,25.48,3.6,0.0,16.5,30.6,4.83,0,u,26.6,93.0,25.4,32.6,1012.3,986.8,0.0,47.0,23.0,10.0,66.0,0.0,0.0,0.0,0.0,7.0,9.7,111.0,117.0,9.7,0.0,0.23,26.4,26.8,26.6,26.3,0.047,0.036,0.04,0.077,u,11,True,2019
2019-11-14,29.5,26.2,35.9,31.3,2019-11-14T04:47,2019-11-14T17:19,26.92,2.0,0.0,17.9,33.5,5.12,0,u,26.3,95.0,25.5,32.0,1012.7,987.2,0.0,79.0,69.0,7.0,41.0,0.0,0.0,0.0,0.0,9.3,13.8,126.0,133.0,16.6,0.0,0.15,26.5,27.0,26.7,26.4,0.045,0.037,0.041,0.077,u,11,True,2019
2019-11-15,28.5,25.4,33.3,29.3,2019-11-15T04:47,2019-11-15T17:19,26.25,0.1,0.0,20.2,36.7,4.91,0,u,26.5,71.0,20.7,30.5,1011.3,985.9,0.0,43.0,16.0,0.0,96.0,0.0,0.0,0.0,0.0,1.1,2.1,72.0,121.0,7.9,0.0,1.01,26.3,27.0,26.8,26.5,0.047,0.038,0.042,0.076,u,11,True,2019
2019-11-16,28.7,25.4,34.5,30.4,2019-11-16T04:47,2019-11-16T17:19,26.0,1.1,0.0,20.5,36.4,4.85,0,u,25.9,78.0,21.8,30.6,1012.0,986.5,0.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,135.0,172.0,10.1,0.0,0.73,26.2,26.9,26.8,26.5,0.044,0.038,0.042,0.076,u,11,True,2019
2019-11-17,29.2,25.8,35.4,31.8,2019-11-17T04:47,2019-11-17T17:20,26.86,1.5,0.0,19.6,36.4,5.03,0,u,26.0,92.0,24.6,32.3,1012.9,987.4,0.0,27.0,8.0,3.0,61.0,0.0,0.0,0.0,0.0,1.5,3.9,135.0,158.0,7.9,0.0,0.27,26.2,26.9,26.7,26.5,0.043,0.038,0.041,0.076,u,11,True,2019
2019-11-18,29.2,26.0,35.1,31.8,2019-11-18T04:47,2019-11-18T17:20,26.02,1.8,0.0,19.5,33.5,4.88,0,u,26.6,88.0,24.5,32.4,1012.0,986.6,0.0,20.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,4.6,6.0,108.0,115.0,12.2,0.0,0.4,26.6,27.1,26.9,26.6,0.044,0.038,0.041,0.076,u,11,True,2019
2019-11-19,28.4,25.8,35.3,31.6,2019-11-19T04:47,2019-11-19T17:21,24.26,0.6,0.0,15.5,28.1,4.51,0,u,26.0,97.0,25.5,32.2,1010.9,985.4,0.0,67.0,40.0,5.0,93.0,0.0,0.0,0.0,0.0,6.4,7.5,164.0,163.0,11.5,0.0,0.1,26.7,27.1,26.9,26.6,0.045,0.038,0.042,0.076,u,11,True,2019
2019-11-20,28.5,25.6,34.3,30.9,2019-11-20T04:47,2019-11-20T17:21,25.84,1.0,0.0,16.3,28.4,4.86,0,u,25.9,94.0,24.9,31.7,1010.6,985.1,0.0,91.0,62.0,16.0,84.0,0.0,0.0,0.0,0.0,6.4,7.5,164.0,163.0,10.1,0.0,0.19,26.7,27.1,27.0,26.7,0.044,0.038,0.041,0.076,u,11,True,2019
2019-11-21,28.1,25.1,33.6,29.7,2019-11-21T04:47,2019-11-21T17:21,26.23,0.0,0.0,17.0,29.9,4.89,0,u,25.6,85.0,22.9,30.4,1010.7,985.2,0.0,20.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,4.3,5.8,156.0,158.0,9.0,0.0,0.48,26.0,26.5,26.4,26.1,0.043,0.038,0.041,0.076,u,11,True,2019
2019-11-22,28.7,25.5,34.4,31.1,2019-11-22T04:47,2019-11-22T17:22,25.24,1.3,0.0,18.3,32.0,4.69,0,u,25.6,93.0,24.4,31.6,1011.3,985.8,0.0,15.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,2.6,4.2,146.0,149.0,9.7,0.0,0.23,26.2,26.7,26.6,26.3,0.04,0.038,0.041,0.076,u,11,True,2019
2019-11-23,28.8,25.3,34.8,30.8,2019-11-23T04:47,2019-11-23T17:22,25.77,3.1,0.0,19.5,34.6,4.82,0,u,26.0,93.0,24.8,31.8,1011.3,985.8,0.0,17.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,5.4,6.9,110.0,118.0,8.3,0.0,0.24,26.2,26.8,26.7,26.4,0.041,0.038,0.041,0.076,u,11,True,2019
2019-11-24,29.2,26.1,35.3,32.1,2019-11-24T04:47,2019-11-24T17:23,25.3,1.6,0.0,16.3,31.7,4.73,0,u,26.1,92.0,24.7,32.2,1011.5,986.0,0.0,59.0,43.0,4.0,58.0,0.0,0.0,0.0,0.0,2.7,3.4,113.0,122.0,8.3,0.0,0.25,26.5,26.9,26.8,26.5,0.041,0.037,0.04,0.075,u,11,True,2019
2019-11-25,29.2,26.2,34.5,31.4,2019-11-25T04:48,2019-11-25T17:23,25.11,0.0,0.0,19.5,31.3,4.87,0,u,26.6,86.0,23.9,32.2,1011.6,986.2,0.0,35.0,3.0,4.0,98.0,0.0,0.0,0.0,0.0,2.6,3.2,254.0,243.0,9.7,0.0,0.5,26.5,27.0,26.8,26.5,0.048,0.038,0.041,0.075,u,11,True,2019
