time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_max_min,relativehumidity_2m (%)_max_min,dewpoint_2m (°C)_max_min,apparent_temperature (°C)_max_min,pressure_msl (hPa)_max_min,surface_pressure (hPa)_max_min,snowfall (cm)_max_min,cloudcover (%)_max_min,cloudcover_low (%)_max_min,cloudcover_mid (%)_max_min,cloudcover_high (%)_max_min,shortwave_radiation (W/m²)_max_min,direct_radiation (W/m²)_max_min,diffuse_radiation (W/m²)_max_min,direct_normal_irradiance (W/m²)_max_min,windspeed_10m (km/h)_max_min,windspeed_100m (km/h)_max_min,winddirection_10m (°)_max_min,winddirection_100m (°)_max_min,windgusts_10m (km/h)_max_min,et0_fao_evapotranspiration (mm)_max_min,vapor_pressure_deficit (kPa)_max_min,soil_temperature_0_to_7cm (°C)_max_min,soil_temperature_7_to_28cm (°C)_max_min,soil_temperature_28_to_100cm (°C)_max_min,soil_temperature_100_to_255cm (°C)_max_min,soil_moisture_0_to_7cm (m³/m³)_max_min,soil_moisture_7_to_28cm (m³/m³)_max_min,soil_moisture_28_to_100cm (m³/m³)_max_min,soil_moisture_100_to_255cm (m³/m³)_max_min,city_max_min,month,rainy,year
2019-09-23,-0.6,-3.0,-3.9,-7.5,2019-09-23T16:58,2019-09-24T05:39,3.87,0.0,0.0,11.6,19.4,0.39,0,q,-1.3,79.0,-6.0,-3.9,999.4,963.2,0.0,89.0,1.0,99.0,99.0,182.0,150.0,88.0,685.0,11.6,16.7,360.0,90.0,19.4,0.05,0.18,-4.0,-6.1,-4.1,1.1,0.067,0.183,0.252,0.253,q,-6.1,64.0,-9.9,-7.5,986.8,951.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.4,8.0,45.0,7.9,0.0,0.1,-10.5,-7.5,-4.3,1.0,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-24,1.2,-1.1,-1.9,-4.7,2019-09-24T17:05,2019-09-25T05:32,2.15,0.0,4.27,12.7,18.4,0.26,0,q,1.6,93.0,-2.6,-1.9,999.9,963.8,0.49,100.0,100.0,100.0,99.0,103.0,26.0,88.0,88.2,12.7,16.6,292.0,252.0,18.4,0.03,0.21,-3.0,-4.6,-4.2,1.0,0.067,0.183,0.252,0.253,q,-2.4,69.0,-5.6,-4.7,987.0,951.4,0.0,76.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,1.5,2.6,14.0,69.0,6.8,0.0,0.04,-4.9,-6.7,-4.3,0.9,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-25,-0.6,-3.4,-4.1,-8.3,2019-09-25T17:11,2019-09-26T05:24,2.78,0.0,0.28,12.9,20.9,0.33,0,q,-2.1,86.0,-4.8,-4.1,1013.0,976.2,0.07,100.0,77.0,100.0,1.0,120.0,68.0,72.0,332.2,12.9,16.4,124.0,132.0,20.9,0.03,0.16,-3.2,-4.3,-4.0,0.9,0.067,0.183,0.252,0.253,q,-5.8,67.0,-9.1,-8.3,999.7,963.6,0.0,29.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,4.6,6.0,66.0,78.0,10.1,0.0,0.06,-6.9,-5.4,-4.2,0.7,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-26,1.0,-2.9,-4.7,-8.9,2019-09-26T17:18,2019-09-27T05:17,2.16,0.0,0.77,21.7,31.3,0.75,0,q,0.9,65.0,-4.8,-4.7,1017.3,980.3,0.28,100.0,66.0,100.0,100.0,114.0,63.0,55.0,323.6,21.7,27.7,119.0,126.0,31.3,0.04,0.23,-4.2,-4.9,-4.0,0.7,0.067,0.183,0.252,0.253,q,-4.2,58.0,-11.2,-8.9,1011.1,974.8,0.0,26.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.2,9.8,50.0,67.0,14.8,0.02,0.17,-6.9,-5.5,-4.0,0.6,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-27,4.5,1.2,-0.6,-4.6,2019-09-27T17:25,2019-09-28T05:10,1.74,1.1,4.27,22.2,32.4,0.86,0,q,3.6,73.0,-2.0,-0.6,1014.2,978.2,0.42,100.0,95.0,100.0,100.0,139.0,102.0,37.0,502.4,22.2,28.4,58.0,82.0,32.4,0.08,0.31,-2.7,-3.6,-3.8,0.6,0.067,0.183,0.252,0.253,q,1.2,60.0,-4.7,-4.6,1009.4,973.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,19.2,45.0,63.0,24.8,0.02,0.19,-3.9,-5.1,-4.0,0.5,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-28,5.9,4.0,0.7,-1.4,2019-09-28T17:31,2019-09-29T05:02,3.29,0.0,0.0,20.2,30.2,1.42,0,q,2.7,59.0,-4.6,0.7,1015.2,979.2,0.0,44.0,0.0,30.0,100.0,147.0,111.0,36.0,598.6,20.2,25.5,55.0,76.0,30.2,0.08,0.37,-2.4,-3.4,-3.5,0.5,0.067,0.183,0.252,0.253,q,-0.3,47.0,-9.0,-1.4,1014.2,978.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,20.8,47.0,66.0,24.1,0.05,0.28,-4.6,-3.9,-3.8,0.4,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-29,5.1,3.1,-0.1,-1.8,2019-09-29T17:38,2019-09-30T04:55,3.01,0.0,0.0,19.7,27.4,1.02,0,q,3.8,63.0,-4.2,-0.1,1017.8,981.7,0.0,17.0,7.0,0.0,57.0,139.0,105.0,46.0,590.2,19.7,24.9,59.0,76.0,27.4,0.08,0.42,-2.8,-3.6,-3.4,0.4,0.067,0.183,0.252,0.253,q,-1.4,48.0,-7.7,-1.8,1013.7,977.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.2,41.0,68.0,19.1,0.03,0.21,-5.7,-4.5,-3.5,0.3,0.067,0.183,0.252,0.253,q,9,False,2019
2019-09-30,4.3,2.2,-0.2,-2.2,2019-09-30T17:45,2019-10-01T04:48,2.31,0.0,0.0,18.9,27.7,0.83,0,q,2.2,72.0,-2.6,-0.2,1018.4,982.1,0.0,94.0,38.0,87.0,90.0,123.0,81.0,52.0,472.0,18.9,25.8,59.0,76.0,27.7,0.06,0.29,-3.7,-4.2,-3.4,0.3,0.067,0.183,0.252,0.253,q,-2.3,58.0,-7.6,-2.2,1016.6,980.6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,15.5,51.0,67.0,14.8,0.01,0.17,-5.7,-4.6,-3.4,0.2,0.067,0.183,0.252,0.253,q,9,False,2019
2019-10-01,4.3,3.7,0.9,-0.5,2019-10-01T17:52,2019-10-02T04:40,1.01,3.7,0.91,15.0,20.9,0.43,0,q,3.5,82.0,0.1,0.9,1016.5,980.5,0.07,100.0,55.0,100.0,98.0,45.0,4.0,44.0,107.4,15.0,21.3,73.0,91.0,20.9,0.05,0.21,-2.6,-3.3,-3.2,0.2,0.081,0.183,0.252,0.253,q,2.6,73.0,-1.8,-0.5,1014.7,978.7,0.0,97.0,11.0,96.0,68.0,0.0,0.0,0.0,0.0,9.3,13.3,49.0,69.0,12.2,0.0,0.13,-3.9,-4.4,-3.4,0.1,0.067,0.183,0.252,0.253,q,10,True,2019
2019-10-02,4.0,1.4,-0.1,-2.3,2019-10-02T17:58,2019-10-03T04:33,1.45,0.5,0.56,14.4,20.2,0.38,0,q,3.2,81.0,-0.5,-0.1,1014.3,978.3,0.07,100.0,53.0,100.0,81.0,94.0,58.0,43.0,382.0,14.4,20.4,69.0,86.0,20.2,0.04,0.24,-2.3,-2.9,-3.0,0.1,0.09,0.183,0.252,0.253,q,-0.9,61.0,-6.9,-2.3,1010.6,974.4,0.0,26.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,5.1,7.4,8.0,47.0,8.6,0.0,0.12,-4.1,-3.4,-3.2,0.0,0.083,0.183,0.252,0.253,q,10,True,2019
2019-10-03,1.3,-0.7,-1.9,-4.0,2019-10-03T18:05,2019-10-04T04:25,1.79,0.0,0.0,8.4,10.1,0.16,0,q,0.2,78.0,-4.8,-1.9,1010.3,974.1,0.0,84.0,21.0,92.0,100.0,98.0,60.0,54.0,396.5,8.4,13.6,355.0,68.0,10.1,0.03,0.24,-3.7,-3.4,-3.0,0.0,0.09,0.183,0.252,0.253,q,-2.0,62.0,-6.5,-4.0,1003.1,967.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,3.0,29.0,7.6,0.0,0.12,-6.1,-4.7,-3.0,-0.1,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-04,1.1,-0.7,-3.1,-5.3,2019-10-04T18:12,2019-10-05T04:18,1.56,0.0,0.0,11.5,16.6,0.45,0,q,-0.9,68.0,-6.2,-3.1,1002.5,966.5,0.0,76.0,1.0,96.0,58.0,71.0,35.0,57.0,293.4,11.5,17.1,54.0,75.0,16.6,0.03,0.21,-4.8,-4.5,-3.0,-0.1,0.09,0.183,0.252,0.253,q,-4.7,60.0,-10.2,-5.3,995.4,959.5,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.9,13.4,40.0,64.0,12.2,0.0,0.15,-6.8,-5.3,-3.2,-0.2,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-05,1.1,-0.2,-2.4,-4.0,2019-10-05T18:19,2019-10-06T04:10,1.1,0.0,0.49,10.4,23.4,0.19,0,q,0.9,94.0,-3.2,-2.4,1000.2,964.3,0.07,100.0,87.0,100.0,95.0,60.0,7.0,54.0,75.0,10.4,13.0,342.0,348.0,23.4,0.03,0.2,-4.8,-4.6,-3.2,-0.2,0.09,0.183,0.252,0.253,q,-4.5,68.0,-7.4,-4.0,989.6,954.0,0.0,83.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,5.2,4.7,13.0,7.0,7.9,0.0,0.03,-5.7,-5.2,-3.3,-0.2,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-06,2.3,-2.4,-0.8,-8.0,2019-10-06T18:26,2019-10-07T04:03,1.23,0.0,1.82,17.0,29.9,0.23,0,q,1.4,93.0,-2.7,-0.8,996.7,960.5,0.35,100.0,99.0,100.0,99.0,74.0,45.0,53.0,289.4,17.0,22.6,252.0,240.0,29.9,0.04,0.25,-4.4,-4.2,-3.3,-0.3,0.09,0.183,0.252,0.253,q,-5.1,63.0,-10.7,-8.0,984.9,949.6,0.0,16.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0,12.0,46.0,9.0,0.0,0.04,-4.8,-4.6,-3.3,-0.3,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-07,-1.2,-3.1,-6.4,-8.8,2019-10-07T18:33,2019-10-08T03:55,1.3,0.0,0.77,19.1,29.9,0.68,0,q,-3.2,69.0,-9.0,-6.4,1004.0,967.7,0.07,100.0,90.0,99.0,64.0,86.0,59.0,41.0,486.2,19.1,23.5,159.0,164.0,29.9,0.04,0.18,-4.7,-4.2,-3.3,-0.3,0.09,0.183,0.252,0.253,q,-9.7,62.0,-14.4,-8.8,997.6,961.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,16.1,89.0,99.0,22.7,0.02,0.09,-5.4,-4.5,-3.4,-0.4,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-08,-1.1,-2.5,-6.2,-8.0,2019-10-08T18:40,2019-10-09T03:47,0.91,0.0,0.07,18.0,28.1,0.77,0,q,-3.1,66.0,-9.0,-6.2,1010.1,973.5,0.07,100.0,79.0,100.0,98.0,54.0,18.0,45.0,125.9,18.0,22.6,91.0,103.0,28.1,0.04,0.18,-4.8,-4.4,-3.4,-0.4,0.09,0.183,0.252,0.253,q,-6.8,62.0,-12.2,-8.0,1004.0,967.7,0.0,84.0,32.0,16.0,20.0,0.0,0.0,0.0,0.0,14.0,16.1,67.0,77.0,22.7,0.02,0.13,-5.2,-4.5,-3.4,-0.5,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-09,-2.5,-4.1,-7.5,-9.1,2019-10-09T18:48,2019-10-10T03:39,1.01,0.0,0.0,15.1,25.2,0.5,0,q,-5.2,73.0,-9.9,-7.5,1015.6,978.7,0.0,100.0,91.0,98.0,99.0,59.0,28.0,35.0,248.7,15.1,19.0,66.0,82.0,25.2,0.04,0.17,-5.2,-4.5,-3.4,-0.5,0.09,0.183,0.252,0.253,q,-8.9,59.0,-14.9,-9.1,1009.5,972.7,0.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.9,10.8,40.0,54.0,16.2,0.01,0.11,-6.1,-5.1,-3.5,-0.6,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-10,0.7,-2.0,-4.6,-7.1,2019-10-10T18:55,2019-10-11T03:32,0.78,0.0,1.26,19.0,27.7,0.59,0,q,-1.0,75.0,-5.3,-4.6,1017.5,980.8,0.21,100.0,92.0,100.0,100.0,58.0,34.0,30.0,323.3,19.0,24.3,69.0,91.0,27.7,0.05,0.17,-5.0,-4.7,-3.5,-0.6,0.09,0.183,0.252,0.253,q,-4.8,62.0,-10.9,-7.1,1013.4,977.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,14.5,17.1,56.0,75.0,21.2,0.01,0.12,-5.8,-5.1,-3.6,-0.7,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-11,1.8,1.0,-4.4,-5.1,2019-10-11T19:02,2019-10-12T03:24,0.77,0.0,0.0,23.3,34.2,1.26,0,q,-0.7,61.0,-9.3,-4.4,1012.6,976.3,0.0,100.0,52.0,97.0,100.0,64.0,42.0,22.0,408.5,23.3,31.8,69.0,81.0,34.2,0.06,0.28,-5.0,-4.8,-3.6,-0.7,0.09,0.183,0.252,0.253,q,-4.7,50.0,-11.9,-5.1,1002.5,966.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,24.8,50.0,68.0,29.2,0.05,0.17,-5.6,-4.9,-3.6,-0.7,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-12,1.0,-0.9,-4.9,-6.4,2019-10-12T19:10,2019-10-13T03:16,0.46,0.0,0.14,20.2,32.0,0.84,0,q,-0.6,71.0,-8.1,-4.9,1009.8,973.4,0.07,100.0,61.0,100.0,88.0,31.0,4.0,27.0,31.8,20.2,29.2,68.0,82.0,32.0,0.06,0.28,-4.9,-4.6,-3.6,-0.7,0.09,0.183,0.252,0.253,q,-4.6,53.0,-10.1,-6.4,1002.2,966.3,0.0,42.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,14.3,19.4,55.0,69.0,23.0,0.02,0.13,-5.0,-4.8,-3.6,-0.8,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-13,-0.6,-6.0,-6.1,-10.6,2019-10-13T19:18,2019-10-14T03:07,0.67,0.0,0.0,18.0,26.3,0.52,0,q,-4.3,69.0,-9.0,-6.1,1014.7,977.6,0.0,56.0,25.0,42.0,98.0,47.0,29.0,26.0,309.8,18.0,23.2,56.0,81.0,26.3,0.04,0.14,-5.0,-4.6,-3.6,-0.8,0.09,0.183,0.252,0.253,q,-11.5,62.0,-16.6,-10.6,1010.1,973.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,9.1,31.0,50.0,17.6,0.01,0.09,-6.9,-5.5,-3.7,-0.9,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-14,-4.3,-7.4,-10.7,-13.5,2019-10-14T19:25,2019-10-15T02:59,0.62,0.0,0.0,25.0,38.2,0.57,0,q,-6.9,65.0,-13.7,-10.7,1011.6,974.4,0.0,93.0,26.0,95.0,100.0,50.0,32.0,26.0,362.0,25.0,31.2,73.0,81.0,38.2,0.04,0.15,-6.9,-5.5,-3.7,-0.9,0.09,0.183,0.252,0.253,q,-15.1,58.0,-20.9,-13.5,1008.8,971.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,11.2,48.0,64.0,19.1,0.01,0.07,-7.7,-6.3,-4.0,-1.0,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-15,-1.0,-3.8,-6.4,-10.9,2019-10-15T19:33,2019-10-16T02:51,0.35,0.0,1.19,25.9,40.3,0.68,0,q,-2.6,76.0,-7.8,-6.4,1010.2,973.4,0.14,100.0,85.0,100.0,89.0,28.0,1.0,28.0,6.1,25.9,32.3,111.0,133.0,40.3,0.04,0.2,-6.1,-5.7,-4.0,-1.0,0.09,0.183,0.252,0.253,q,-5.7,57.0,-12.8,-10.9,1006.3,970.0,0.0,62.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,10.0,12.2,58.0,71.0,16.2,0.01,0.1,-7.2,-6.3,-4.2,-1.1,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-16,-3.0,-5.1,-7.4,-9.7,2019-10-16T19:42,2019-10-17T02:42,0.31,0.0,1.61,17.1,28.1,0.28,0,q,-4.8,78.0,-8.7,-7.4,1017.0,979.8,0.14,100.0,92.0,100.0,25.0,22.0,3.0,19.0,42.1,17.1,20.9,180.0,188.0,28.1,0.03,0.14,-5.8,-5.4,-4.2,-1.1,0.09,0.183,0.252,0.253,q,-9.0,67.0,-12.7,-9.7,1010.1,973.3,0.0,61.0,19.0,39.0,0.0,0.0,0.0,0.0,0.0,5.4,7.9,76.0,87.0,13.3,0.0,0.08,-6.1,-5.7,-4.2,-1.2,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-17,-5.0,-5.9,-9.7,-11.3,2019-10-17T19:50,2019-10-18T02:33,0.3,0.0,0.63,15.9,24.8,0.29,0,q,-7.9,74.0,-12.9,-9.7,1018.4,981.0,0.07,100.0,78.0,96.0,27.0,26.0,6.0,20.0,53.8,15.9,18.7,111.0,119.0,24.8,0.02,0.12,-6.1,-5.4,-4.2,-1.2,0.09,0.183,0.252,0.253,q,-10.8,65.0,-14.8,-11.3,1017.3,980.0,0.0,56.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,9.6,11.4,92.0,100.0,16.6,0.01,0.07,-6.5,-5.7,-4.3,-1.2,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-18,-5.2,-7.2,-9.9,-11.6,2019-10-18T19:59,2019-10-19T02:24,0.21,0.0,1.05,15.8,25.2,0.18,0,q,-7.7,75.0,-12.8,-9.9,1017.1,979.8,0.14,100.0,99.0,88.0,53.0,17.0,2.0,16.0,18.0,15.8,19.0,296.0,291.0,25.2,0.02,0.12,-6.2,-5.7,-4.3,-1.2,0.09,0.183,0.252,0.253,q,-12.0,65.0,-15.5,-11.6,1013.0,975.6,0.0,82.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,6.4,8.9,74.0,92.0,14.0,0.0,0.06,-6.5,-5.8,-4.4,-1.3,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-19,-6.9,-10.6,-11.6,-14.5,2019-10-19T20:08,2019-10-20T02:15,0.2,0.0,0.14,9.6,20.9,0.08,0,q,-9.0,77.0,-12.8,-11.6,1016.3,978.4,0.07,100.0,88.0,65.0,56.0,18.0,6.0,13.0,54.6,9.6,11.3,360.0,360.0,20.9,0.01,0.08,-6.4,-5.8,-4.4,-1.3,0.09,0.183,0.252,0.253,q,-12.5,72.0,-16.3,-14.5,1014.4,977.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.4,6.0,34.0,11.5,0.0,0.06,-7.7,-6.4,-4.5,-1.4,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-20,-10.4,-12.1,-14.4,-16.8,2019-10-20T20:17,2019-10-21T02:05,0.21,0.0,0.0,7.1,19.8,0.01,0,q,-12.4,81.0,-16.5,-14.4,1024.8,986.3,0.0,66.0,73.0,18.0,0.0,19.0,8.0,11.0,86.2,7.1,9.3,48.0,107.0,19.8,0.01,0.08,-7.7,-6.4,-4.5,-1.4,0.09,0.183,0.252,0.253,q,-17.4,66.0,-19.9,-16.8,1016.0,978.0,0.0,47.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.0,6.0,38.0,11.2,0.0,0.03,-8.5,-7.1,-4.7,-1.5,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-21,-11.9,-13.5,-16.9,-19.3,2019-10-21T20:27,2019-10-22T01:55,0.16,0.0,0.0,15.4,29.5,0.19,0,q,-18.0,81.0,-20.5,-16.9,1032.8,994.0,0.0,65.0,72.0,0.0,0.0,17.0,8.0,9.0,85.2,15.4,20.3,69.0,77.0,29.5,0.02,0.06,-8.6,-7.1,-4.7,-1.5,0.09,0.183,0.252,0.253,q,-22.0,58.0,-26.2,-19.3,1025.0,986.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,9.3,45.0,62.0,19.4,0.0,0.03,-9.3,-7.8,-5.0,-1.6,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-22,-10.1,-12.1,-15.8,-17.8,2019-10-22T20:37,2019-10-23T01:44,0.12,0.0,0.0,14.2,27.0,0.42,0,q,-15.7,61.0,-24.2,-15.8,1032.9,994.1,0.0,17.0,0.0,0.0,57.0,15.0,7.0,8.0,79.3,14.2,18.3,63.0,77.0,27.0,0.02,0.1,-9.4,-7.8,-5.0,-1.6,0.09,0.183,0.252,0.253,q,-19.3,47.0,-25.1,-17.8,1026.5,988.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,14.5,49.0,63.0,24.1,0.01,0.05,-9.7,-8.3,-5.4,-1.7,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-23,-3.8,-10.0,-10.4,-15.8,2019-10-23T20:48,2019-10-24T01:33,0.06,0.0,0.28,23.2,36.0,0.61,0,q,-4.8,61.0,-11.2,-10.4,1025.9,987.6,0.07,100.0,60.0,100.0,100.0,9.0,2.0,7.0,22.9,23.2,29.5,65.0,78.0,36.0,0.04,0.17,-8.5,-8.0,-5.4,-1.7,0.09,0.183,0.252,0.253,q,-15.6,48.0,-24.1,-15.8,1023.8,986.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,15.5,52.0,67.0,24.1,0.02,0.09,-9.7,-8.3,-5.7,-1.8,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-24,-0.2,-3.3,-6.0,-9.8,2019-10-24T20:59,2019-10-25T01:21,0.02,0.0,1.89,22.8,35.6,0.76,0,q,-1.0,66.0,-6.8,-6.0,1023.7,986.4,0.42,100.0,97.0,100.0,100.0,4.0,0.0,4.0,0.0,22.8,28.1,79.0,103.0,35.6,0.05,0.23,-7.1,-7.0,-5.7,-1.8,0.09,0.183,0.252,0.253,q,-4.2,60.0,-10.5,-9.8,1011.3,974.9,0.0,79.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,17.1,21.0,55.0,69.0,27.7,0.03,0.17,-8.4,-8.0,-5.8,-2.0,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-25,3.0,0.2,-1.1,-5.7,2019-10-25T21:12,2019-10-26T01:09,0.0,0.2,4.62,21.6,34.6,0.67,0,q,2.2,74.0,-2.8,-1.1,1009.9,973.6,0.28,100.0,86.0,100.0,100.0,1.0,0.0,1.0,0.0,21.6,30.1,117.0,142.0,34.6,0.05,0.25,-6.1,-6.3,-5.6,-2.0,0.09,0.183,0.252,0.253,q,-0.7,61.0,-7.2,-5.7,997.2,961.6,0.07,92.0,2.0,96.0,41.0,0.0,0.0,0.0,0.0,11.5,15.5,67.0,92.0,18.4,0.01,0.18,-7.1,-7.0,-5.8,-2.1,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-26,2.4,-2.5,-1.6,-6.3,2019-10-26T21:25,2019-10-27T00:55,0.0,0.2,3.99,13.0,24.5,0.08,0,q,1.3,92.0,-2.1,-1.6,1012.4,975.6,0.42,100.0,100.0,100.0,100.0,1.0,0.0,1.0,0.0,13.0,16.5,353.0,306.0,24.5,0.02,0.17,-5.9,-5.8,-5.5,-2.1,0.09,0.183,0.252,0.253,q,-4.5,74.0,-6.4,-6.3,998.3,962.7,0.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,45.0,83.0,11.5,0.0,0.04,-6.1,-6.2,-5.6,-2.2,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-27,-2.6,-3.3,-6.4,-7.3,2019-10-27T21:41,2019-10-28T00:39,0.0,0.0,0.42,8.1,14.8,0.0,0,q,-4.2,89.0,-6.6,-6.4,1017.4,980.4,0.07,100.0,93.0,100.0,98.0,0.0,0.0,0.0,0.0,8.1,9.4,326.0,337.0,14.8,0.0,0.08,-5.9,-5.8,-5.3,-2.2,0.09,0.183,0.252,0.253,q,-5.6,82.0,-7.8,-7.3,1012.9,976.1,0.0,99.0,27.0,34.0,62.0,0.0,0.0,0.0,0.0,4.5,5.1,287.0,293.0,11.5,0.0,0.04,-6.1,-5.9,-5.5,-2.3,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-28,-3.1,-5.5,-7.2,-9.8,2019-10-28T22:00,2019-10-29T00:20,0.0,0.0,3.92,15.2,24.1,0.0,0,q,-4.8,90.0,-6.5,-7.2,1026.0,988.4,0.35,100.0,99.0,100.0,99.0,0.0,0.0,0.0,0.0,15.2,18.4,294.0,300.0,24.1,0.0,0.06,-5.9,-5.7,-5.2,-2.3,0.09,0.183,0.252,0.253,q,-7.7,85.0,-9.2,-9.8,1017.2,980.2,0.07,100.0,87.0,46.0,0.0,0.0,0.0,0.0,0.0,6.5,6.3,232.0,235.0,12.2,0.0,0.04,-6.1,-5.9,-5.3,-2.4,0.09,0.183,0.252,0.253,q,10,True,2019
2019-10-29,-5.4,-8.4,-8.9,-12.7,2019-10-29T22:25,2019-10-29T23:55,0.0,0.0,1.61,7.0,12.2,0.0,0,q,-6.8,88.0,-8.9,-8.9,1027.6,989.8,0.14,100.0,99.0,44.0,96.0,0.0,0.0,0.0,0.0,7.0,7.9,239.0,233.0,12.2,0.0,0.09,-5.9,-5.7,-5.1,-2.4,0.09,0.183,0.252,0.253,q,-11.8,72.0,-15.0,-12.7,1024.0,986.0,0.0,81.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,58.0,78.0,7.6,0.0,0.04,-6.3,-5.8,-5.2,-2.5,0.09,0.183,0.252,0.253,q,10,True,2019
