time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_min,relativehumidity_2m (%)_min,dewpoint_2m (°C)_min,apparent_temperature (°C)_min,pressure_msl (hPa)_min,surface_pressure (hPa)_min,snowfall (cm)_min,cloudcover (%)_min,cloudcover_low (%)_min,cloudcover_mid (%)_min,cloudcover_high (%)_min,shortwave_radiation (W/m²)_min,direct_radiation (W/m²)_min,diffuse_radiation (W/m²)_min,direct_normal_irradiance (W/m²)_min,windspeed_10m (km/h)_min,windspeed_100m (km/h)_min,winddirection_10m (°)_min,winddirection_100m (°)_min,windgusts_10m (km/h)_min,et0_fao_evapotranspiration (mm)_min,vapor_pressure_deficit (kPa)_min,soil_temperature_0_to_7cm (°C)_min,soil_temperature_7_to_28cm (°C)_min,soil_temperature_28_to_100cm (°C)_min,soil_temperature_100_to_255cm (°C)_min,soil_moisture_0_to_7cm (m³/m³)_min,soil_moisture_7_to_28cm (m³/m³)_min,soil_moisture_28_to_100cm (m³/m³)_min,soil_moisture_100_to_255cm (m³/m³)_min,city_min,month,rainy,year
2019-09-14,31.9,23.8,37.9,28.2,2019-09-14T06:21,2019-09-14T18:32,19.03,2.3,0.0,8.8,18.7,4.04,5,lh,29.5,96.0,24.6,37.9,1013.4,1015.1,0.0,72.0,22.0,65.0,100.0,834.0,604.0,371.0,649.2,8.8,12.1,344.0,346.0,18.7,0.63,1.14,29.8,27.5,27.2,27.3,0.45,0.43,0.403,0.4,lh,24.0,72.0,22.9,28.2,1008.4,1010.1,0.0,31.0,0.0,4.0,71.0,0.0,0.0,0.0,0.0,0.7,0.7,4.0,7.0,6.5,0.0,0.13,24.9,26.5,27.2,27.3,0.419,0.42,0.401,0.4,lh,9,False,2019
2019-09-15,32.8,24.2,38.8,29.0,2019-09-15T06:21,2019-09-15T18:32,18.69,3.2,0.0,7.1,18.7,3.96,5,lh,29.2,98.0,24.8,38.8,1012.4,1014.1,0.0,85.0,28.0,87.0,100.0,733.0,429.0,401.0,455.5,7.1,10.9,349.0,338.0,18.7,0.57,1.04,29.7,27.5,27.2,27.3,0.427,0.427,0.404,0.4,lh,23.5,74.0,22.9,29.0,1008.0,1009.7,0.0,30.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.8,0.8,45.0,48.0,5.4,0.0,0.07,24.6,26.3,27.2,27.3,0.417,0.42,0.403,0.4,lh,9,False,2019
2019-09-16,32.0,24.6,37.6,30.0,2019-09-16T06:21,2019-09-16T18:31,17.89,1.3,0.0,8.0,21.2,3.89,5,lh,29.5,94.0,25.1,37.6,1011.3,1013.0,0.0,66.0,26.0,34.0,100.0,762.0,439.0,428.0,375.6,8.0,10.5,225.0,236.0,21.2,0.59,0.94,29.8,27.5,27.2,27.3,0.457,0.433,0.404,0.4,lh,24.0,77.0,23.0,30.0,1007.2,1008.9,0.0,33.0,5.0,0.0,94.0,0.0,0.0,0.0,0.0,1.5,1.3,81.0,78.0,5.0,0.0,0.18,24.9,26.4,27.1,27.3,0.414,0.415,0.403,0.399,lh,9,False,2019
2019-09-17,33.1,25.0,37.9,29.6,2019-09-17T06:20,2019-09-17T18:31,19.54,1.5,0.0,12.3,28.1,4.37,5,lh,29.4,98.0,24.7,37.9,1011.7,1013.4,0.0,72.0,28.0,41.0,98.0,816.0,592.0,332.0,703.6,12.3,15.1,218.0,216.0,28.1,0.66,1.1,29.6,27.4,27.2,27.3,0.451,0.432,0.406,0.4,lh,23.3,73.0,23.0,29.6,1007.4,1009.1,0.0,17.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,2.9,2.1,80.0,86.0,7.6,0.0,0.05,24.9,26.3,27.1,27.3,0.42,0.424,0.404,0.399,lh,9,False,2019
2019-09-18,31.8,25.3,38.0,30.2,2019-09-18T06:20,2019-09-18T18:30,18.9,4.0,0.0,6.4,21.6,4.02,5,lh,29.5,97.0,25.0,38.0,1012.4,1014.1,0.0,100.0,25.0,99.0,100.0,841.0,546.0,401.0,551.9,6.4,7.3,233.0,264.0,21.6,0.64,1.16,30.3,27.7,27.1,27.3,0.461,0.44,0.407,0.399,lh,24.0,72.0,23.5,30.2,1009.0,1010.7,0.0,52.0,1.0,22.0,97.0,0.0,0.0,0.0,0.0,1.5,1.5,66.0,74.0,5.4,0.0,0.08,25.0,26.4,27.1,27.3,0.418,0.423,0.406,0.399,lh,9,False,2019
2019-09-19,31.7,24.3,38.4,28.9,2019-09-19T06:20,2019-09-19T18:30,19.19,1.0,0.0,8.0,19.1,4.08,5,lh,29.7,99.0,24.9,38.4,1013.1,1014.8,0.0,100.0,48.0,99.0,100.0,851.0,539.0,362.0,517.9,8.0,12.7,360.0,349.0,19.1,0.65,1.17,30.4,27.8,27.1,27.3,0.46,0.447,0.414,0.4,lh,23.6,71.0,23.4,28.9,1009.2,1010.9,0.0,60.0,1.0,38.0,90.0,0.0,0.0,0.0,0.0,1.5,1.8,34.0,9.0,5.4,0.0,0.02,25.2,26.5,27.1,27.3,0.418,0.427,0.407,0.399,lh,9,False,2019
2019-09-20,31.6,24.2,37.8,29.1,2019-09-20T06:20,2019-09-20T18:29,19.24,1.9,0.0,10.4,25.9,4.02,5,lh,29.5,97.0,24.9,37.8,1012.7,1014.4,0.0,95.0,31.0,97.0,100.0,899.0,687.0,349.0,719.9,10.4,12.6,285.0,349.0,25.9,0.67,0.99,30.2,27.6,27.2,27.3,0.455,0.437,0.416,0.4,lh,24.1,76.0,23.2,29.1,1008.1,1009.8,0.0,35.0,5.0,7.0,50.0,0.0,0.0,0.0,0.0,1.1,0.0,63.0,56.0,4.0,0.0,0.08,25.3,26.6,27.1,27.3,0.421,0.428,0.414,0.4,lh,9,False,2019
2019-09-21,31.3,24.8,37.9,30.4,2019-09-21T06:19,2019-09-21T18:29,21.17,6.7,0.0,8.9,24.1,4.38,5,lh,29.0,99.0,25.1,37.9,1011.2,1012.9,0.0,100.0,78.0,72.0,96.0,828.0,679.0,279.0,752.5,8.9,11.2,322.0,326.0,24.1,0.62,1.02,29.9,27.5,27.2,27.3,0.461,0.443,0.418,0.4,lh,23.1,74.0,22.7,30.4,1007.6,1009.3,0.0,20.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.4,0.4,5.0,4.0,6.1,0.0,0.04,24.9,26.4,27.1,27.3,0.424,0.429,0.416,0.4,lh,9,False,2019
2019-09-22,32.4,24.7,38.1,30.0,2019-09-22T06:19,2019-09-22T18:28,17.6,1.3,0.0,9.2,29.9,3.76,5,lh,28.4,98.0,25.3,38.1,1012.8,1014.5,0.0,72.0,32.0,47.0,100.0,698.0,380.0,377.0,479.2,9.2,11.3,281.0,346.0,29.9,0.55,0.71,28.9,27.2,27.1,27.3,0.448,0.442,0.419,0.4,lh,23.1,82.0,22.9,30.0,1008.0,1009.7,0.0,35.0,10.0,6.0,27.0,0.0,0.0,0.0,0.0,1.8,1.5,35.0,41.0,7.2,0.0,0.04,24.8,26.2,27.1,27.3,0.429,0.434,0.418,0.4,lh,9,False,2019
2019-09-23,31.0,25.3,35.0,29.7,2019-09-23T06:19,2019-09-23T18:28,17.93,0.4,0.0,17.6,38.5,3.92,5,lh,28.7,95.0,24.5,35.0,1012.9,1014.6,0.0,58.0,23.0,23.0,100.0,684.0,316.0,381.0,412.6,17.6,22.6,238.0,240.0,38.5,0.52,1.03,28.9,27.1,27.1,27.3,0.441,0.437,0.42,0.401,lh,24.1,74.0,23.2,29.7,1008.2,1009.9,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,1.9,88.0,90.0,7.2,0.0,0.16,24.8,26.2,27.0,27.3,0.425,0.428,0.419,0.4,lh,9,False,2019
2019-09-24,32.3,24.8,37.1,29.7,2019-09-24T06:19,2019-09-24T18:27,23.21,0.2,0.0,15.6,34.9,4.95,5,lh,29.6,94.0,25.1,37.1,1012.6,1014.3,0.0,86.0,74.0,24.0,67.0,887.0,745.0,189.0,832.6,15.6,19.8,177.0,171.0,34.9,0.68,1.23,30.1,27.6,27.1,27.3,0.438,0.428,0.42,0.401,lh,24.3,70.0,23.2,29.7,1008.0,1009.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.4,60.0,62.0,9.0,0.0,0.18,25.2,26.4,27.0,27.3,0.411,0.419,0.418,0.401,lh,9,False,2019
2019-09-25,31.9,24.6,39.5,29.8,2019-09-25T06:19,2019-09-25T18:27,21.26,10.0,0.0,8.7,26.6,4.4,5,lh,29.2,98.0,25.6,39.5,1014.2,1015.9,0.0,100.0,84.0,37.0,97.0,959.0,826.0,239.0,831.6,8.7,10.5,351.0,360.0,26.6,0.72,0.85,30.0,27.5,27.1,27.3,0.458,0.439,0.419,0.401,lh,23.7,79.0,23.1,29.8,1009.7,1011.4,0.0,19.0,1.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,1.8,10.0,8.0,5.4,0.0,0.07,25.2,26.5,27.0,27.3,0.421,0.423,0.418,0.401,lh,9,False,2019
2019-09-26,30.1,24.6,36.0,29.5,2019-09-26T06:18,2019-09-26T18:26,19.92,3.1,0.0,10.2,28.1,4.03,5,lh,28.8,98.0,24.4,36.0,1014.2,1015.9,0.0,100.0,86.0,30.0,100.0,708.0,536.0,323.0,601.0,10.2,12.8,187.0,191.0,28.1,0.51,0.98,29.3,27.2,27.1,27.3,0.458,0.444,0.424,0.401,lh,23.0,75.0,22.7,29.5,1009.8,1011.5,0.0,12.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,2.9,4.1,52.0,45.0,7.9,0.0,0.04,24.7,26.2,27.0,27.3,0.412,0.431,0.419,0.401,lh,9,False,2019
2019-09-27,30.6,24.1,37.9,29.1,2019-09-27T06:18,2019-09-27T18:26,19.05,1.2,0.0,10.9,27.0,3.88,5,lh,27.9,96.0,25.8,37.9,1014.6,1016.3,0.0,100.0,78.0,53.0,93.0,789.0,571.0,317.0,591.0,10.9,13.7,297.0,333.0,27.0,0.59,0.54,28.7,27.1,27.0,27.3,0.432,0.433,0.424,0.402,lh,24.1,85.0,22.4,29.1,1010.0,1011.7,0.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,45.0,34.0,6.1,0.0,0.13,24.4,26.1,27.0,27.3,0.412,0.425,0.424,0.401,lh,9,False,2019
2019-09-28,29.9,24.1,35.1,28.7,2019-09-28T06:18,2019-09-28T18:25,18.81,3.5,0.0,11.6,27.7,3.8,5,lh,28.0,96.0,24.4,35.1,1014.1,1015.8,0.0,55.0,34.0,28.0,100.0,775.0,469.0,334.0,569.4,11.6,14.1,292.0,301.0,27.7,0.55,0.8,28.8,27.0,27.0,27.3,0.444,0.426,0.424,0.403,lh,22.9,79.0,22.2,28.7,1009.5,1011.2,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.9,3.1,29.0,29.0,6.1,0.0,0.1,24.2,26.0,27.0,27.3,0.42,0.421,0.423,0.402,lh,9,False,2019
2019-09-29,29.7,24.1,36.5,28.6,2019-09-29T06:18,2019-09-29T18:25,19.1,6.3,0.0,10.0,19.4,3.86,5,lh,28.1,96.0,25.7,36.5,1014.5,1016.2,0.0,100.0,82.0,17.0,99.0,791.0,519.0,305.0,525.1,10.0,12.6,360.0,360.0,19.4,0.58,0.51,29.3,26.9,27.0,27.3,0.454,0.43,0.423,0.403,lh,23.0,87.0,22.2,28.6,1009.5,1011.2,0.0,15.0,6.0,4.0,20.0,0.0,0.0,0.0,0.0,1.5,1.1,10.0,7.0,7.2,0.0,0.1,24.2,25.8,26.9,27.3,0.428,0.422,0.423,0.403,lh,9,False,2019
2019-09-30,30.5,23.7,37.0,28.5,2019-09-30T06:18,2019-09-30T18:24,19.61,1.6,0.0,7.3,21.2,4.02,5,lh,28.7,96.0,26.0,37.0,1013.6,1015.3,0.0,96.0,63.0,38.0,100.0,742.0,402.0,363.0,486.7,7.3,10.5,354.0,358.0,21.2,0.56,0.65,29.6,26.9,26.9,27.3,0.461,0.449,0.424,0.403,lh,23.2,83.0,22.3,28.5,1010.0,1011.7,0.0,31.0,1.0,2.0,72.0,0.0,0.0,0.0,0.0,0.5,0.8,22.0,28.0,5.4,0.0,0.13,24.2,25.8,26.8,27.2,0.428,0.427,0.423,0.403,lh,9,False,2019
2019-10-01,29.6,24.0,35.3,29.0,2019-10-01T06:17,2019-10-01T18:24,17.21,2.6,0.0,9.5,23.0,3.55,5,lh,27.8,96.0,25.8,35.3,1013.9,1015.6,0.0,100.0,75.0,43.0,99.0,656.0,281.0,390.0,335.8,9.5,11.8,340.0,341.0,23.0,0.48,0.52,30.0,26.9,26.8,27.2,0.459,0.449,0.431,0.404,lh,23.1,86.0,22.1,29.0,1009.5,1011.2,0.0,33.0,3.0,3.0,73.0,0.0,0.0,0.0,0.0,0.5,0.8,7.0,6.0,6.5,0.0,0.12,24.2,25.8,26.8,27.2,0.412,0.437,0.425,0.403,lh,10,True,2019
2019-10-02,27.0,23.9,33.2,28.4,2019-10-02T06:17,2019-10-02T18:24,10.55,7.3,0.0,6.5,15.8,2.12,5,lh,26.5,98.0,25.1,33.2,1014.8,1016.5,0.0,100.0,76.0,95.0,100.0,402.0,129.0,304.0,166.3,6.5,8.7,348.0,350.0,15.8,0.28,0.47,27.2,26.4,26.8,27.2,0.446,0.436,0.432,0.405,lh,22.8,86.0,21.9,28.4,1009.7,1011.4,0.0,34.0,0.0,2.0,87.0,0.0,0.0,0.0,0.0,0.7,0.5,6.0,10.0,4.0,0.0,0.05,24.3,25.8,26.7,27.2,0.412,0.433,0.431,0.404,lh,10,True,2019
2019-10-03,30.2,23.4,36.8,27.6,2019-10-03T06:17,2019-10-03T18:23,18.68,0.7,0.0,8.2,22.7,3.87,5,lh,28.6,97.0,24.5,36.8,1014.0,1015.7,0.0,87.0,20.0,99.0,99.0,886.0,664.0,284.0,695.8,8.2,11.8,344.0,343.0,22.7,0.65,1.08,29.0,26.5,26.7,27.2,0.461,0.449,0.432,0.406,lh,22.6,72.0,21.9,27.6,1009.2,1010.9,0.0,31.0,0.0,8.0,45.0,0.0,0.0,0.0,0.0,2.8,2.7,6.0,6.0,6.8,0.0,0.08,23.6,25.2,26.7,27.2,0.426,0.426,0.431,0.405,lh,10,True,2019
2019-10-04,30.6,23.8,36.9,27.9,2019-10-04T06:17,2019-10-04T18:23,19.71,0.6,0.0,9.3,24.5,4.1,5,lh,29.1,98.0,23.7,36.9,1012.8,1014.5,0.0,72.0,31.0,27.0,100.0,882.0,688.0,372.0,724.1,9.3,11.6,342.0,360.0,24.5,0.65,1.1,29.3,26.7,26.7,27.2,0.432,0.444,0.432,0.406,lh,22.6,72.0,22.2,27.9,1007.6,1009.3,0.0,30.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,1.5,1.8,8.0,13.0,6.5,0.0,0.04,24.0,25.4,26.6,27.2,0.425,0.431,0.431,0.406,lh,10,True,2019
2019-10-05,29.1,24.4,34.8,29.4,2019-10-05T06:17,2019-10-05T18:22,17.19,2.0,0.0,7.6,25.6,3.54,5,lh,28.4,95.0,25.6,34.8,1012.9,1014.6,0.0,100.0,67.0,77.0,100.0,724.0,390.0,371.0,400.3,7.6,9.0,337.0,336.0,25.6,0.53,0.58,29.2,26.8,26.6,27.2,0.451,0.433,0.431,0.407,lh,23.6,85.0,22.4,29.4,1007.6,1009.3,0.0,32.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,1.9,1.8,11.0,4.0,4.0,0.0,0.14,24.5,25.8,26.6,27.2,0.428,0.428,0.431,0.406,lh,10,True,2019
2019-10-06,28.9,23.8,34.7,28.3,2019-10-06T06:17,2019-10-06T18:22,17.05,8.7,0.0,7.9,25.6,3.45,5,lh,28.0,98.0,24.8,34.7,1013.0,1014.7,0.0,100.0,80.0,36.0,100.0,735.0,442.0,327.0,488.3,7.9,11.1,281.0,299.0,25.6,0.53,0.67,28.8,26.7,26.6,27.2,0.46,0.455,0.437,0.407,lh,22.9,82.0,22.4,28.3,1007.8,1009.5,0.0,35.0,4.0,4.0,41.0,0.0,0.0,0.0,0.0,1.6,3.5,79.0,78.0,4.7,0.0,0.07,24.4,25.7,26.6,27.2,0.416,0.434,0.431,0.407,lh,10,True,2019
2019-10-07,29.8,23.9,36.8,28.6,2019-10-07T06:16,2019-10-07T18:21,19.05,8.0,0.0,8.9,27.7,3.85,5,lh,28.0,98.0,24.8,36.8,1012.4,1014.1,0.0,99.0,69.0,61.0,99.0,780.0,512.0,301.0,538.2,8.9,11.2,255.0,291.0,27.7,0.57,0.77,28.7,26.7,26.6,27.2,0.461,0.456,0.44,0.409,lh,22.6,79.0,22.2,28.6,1008.3,1010.0,0.0,36.0,0.0,5.0,67.0,0.0,0.0,0.0,0.0,1.3,1.5,22.0,25.0,6.1,0.0,0.07,24.1,25.7,26.5,27.2,0.416,0.432,0.437,0.407,lh,10,True,2019
2019-10-08,29.9,23.8,35.9,28.7,2019-10-08T06:16,2019-10-08T18:21,18.42,9.0,0.0,10.1,25.6,3.71,5,lh,28.3,97.0,24.9,35.9,1013.1,1014.8,0.0,100.0,99.0,35.0,100.0,749.0,465.0,354.0,515.5,10.1,12.6,348.0,360.0,25.6,0.54,0.76,28.7,26.7,26.6,27.2,0.453,0.451,0.441,0.41,lh,23.2,80.0,22.3,28.7,1007.5,1009.2,0.0,31.0,0.0,2.0,85.0,0.0,0.0,0.0,0.0,1.5,1.8,50.0,60.0,4.7,0.0,0.09,23.8,25.5,26.5,27.2,0.434,0.439,0.44,0.409,lh,10,True,2019
2019-10-09,27.6,23.3,33.1,28.2,2019-10-09T06:16,2019-10-09T18:21,10.45,11.3,0.0,10.5,22.0,2.13,5,lh,30.2,99.0,25.1,33.1,1014.0,1015.7,0.0,100.0,97.0,99.0,100.0,547.0,216.0,343.0,291.3,10.5,12.8,322.0,326.0,22.0,0.38,1.28,30.5,26.6,26.5,27.2,0.461,0.456,0.444,0.411,lh,23.3,70.0,23.0,28.2,1008.4,1010.1,0.0,37.0,3.0,15.0,58.0,0.0,0.0,0.0,0.0,1.0,2.4,187.0,175.0,6.8,0.0,0.04,24.8,25.8,26.5,27.1,0.446,0.444,0.44,0.41,lh,10,True,2019
2019-10-10,30.0,24.0,37.7,28.8,2019-10-10T06:16,2019-10-10T18:20,19.09,6.2,0.0,7.7,20.2,3.88,5,lh,28.6,99.0,24.8,37.7,1013.2,1014.9,0.0,91.0,27.0,76.0,100.0,869.0,644.0,301.0,677.3,7.7,9.2,348.0,353.0,20.2,0.64,0.83,29.0,26.7,26.5,27.1,0.461,0.455,0.448,0.413,lh,23.0,79.0,22.7,28.8,1008.6,1010.3,0.0,26.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,2.3,2.8,11.0,11.0,6.8,0.0,0.03,24.3,25.6,26.5,27.1,0.414,0.442,0.443,0.411,lh,10,True,2019
2019-10-11,28.8,23.4,35.1,28.1,2019-10-11T06:16,2019-10-11T18:20,17.58,12.0,0.0,10.4,23.8,3.46,5,lh,28.5,99.0,25.5,35.1,1013.0,1014.7,0.0,100.0,75.0,32.0,100.0,769.0,457.0,386.0,451.9,10.4,13.3,360.0,356.0,23.8,0.53,0.63,29.3,26.8,26.5,27.1,0.458,0.443,0.447,0.415,lh,22.8,84.0,22.4,28.1,1008.6,1010.3,0.0,36.0,2.0,2.0,83.0,0.0,0.0,0.0,0.0,2.3,2.0,219.0,2.0,6.5,0.0,0.02,24.3,25.7,26.5,27.1,0.43,0.437,0.446,0.413,lh,10,True,2019
2019-10-12,28.9,23.8,34.6,28.6,2019-10-12T06:16,2019-10-12T18:19,15.54,3.5,0.0,10.2,23.4,3.16,5,lh,27.6,97.0,24.6,34.6,1012.5,1014.2,0.0,86.0,51.0,22.0,100.0,617.0,306.0,380.0,334.4,10.2,12.3,353.0,354.0,23.4,0.44,0.63,28.2,26.5,26.5,27.1,0.445,0.442,0.446,0.416,lh,23.3,83.0,22.4,28.6,1007.8,1009.5,0.0,36.0,0.0,8.0,86.0,0.0,0.0,0.0,0.0,1.3,1.6,4.0,6.0,6.5,0.0,0.09,24.2,25.6,26.5,27.1,0.435,0.435,0.444,0.415,lh,10,True,2019
2019-10-13,30.3,24.3,36.7,29.0,2019-10-13T06:16,2019-10-13T18:19,18.69,3.8,0.0,10.7,25.2,3.82,5,lh,28.4,98.0,25.3,36.7,1012.2,1013.9,0.0,100.0,89.0,71.0,100.0,870.0,666.0,284.0,681.2,10.7,13.6,356.0,358.0,25.2,0.63,0.68,29.2,26.8,26.5,27.1,0.461,0.447,0.444,0.417,lh,23.5,82.0,22.7,29.0,1007.4,1009.1,0.0,45.0,10.0,6.0,80.0,0.0,0.0,0.0,0.0,1.8,1.8,248.0,270.0,6.1,0.0,0.06,24.5,25.6,26.5,27.1,0.424,0.434,0.442,0.416,lh,10,True,2019
2019-10-14,29.2,24.3,35.0,29.4,2019-10-14T06:16,2019-10-14T18:19,14.75,4.5,0.0,6.3,22.7,3.01,5,lh,28.4,97.0,25.2,35.0,1013.3,1015.0,0.0,100.0,78.0,52.0,100.0,610.0,299.0,369.0,300.0,6.3,7.9,360.0,360.0,22.7,0.45,0.73,29.1,26.8,26.5,27.1,0.459,0.442,0.442,0.418,lh,23.5,81.0,22.1,29.4,1008.1,1009.8,0.0,35.0,9.0,13.0,24.0,0.0,0.0,0.0,0.0,1.6,2.4,13.0,14.0,6.5,0.0,0.08,24.5,25.7,26.5,27.1,0.428,0.435,0.441,0.417,lh,10,True,2019
2019-10-15,29.8,23.9,36.4,29.2,2019-10-15T06:15,2019-10-15T18:18,17.32,3.3,0.0,8.2,27.4,3.53,5,lh,28.5,98.0,24.5,36.4,1012.4,1014.1,0.0,100.0,82.0,44.0,100.0,828.0,597.0,315.0,656.5,8.2,10.2,297.0,284.0,27.4,0.6,0.99,28.9,26.8,26.5,27.1,0.458,0.443,0.441,0.418,lh,22.9,75.0,22.3,29.2,1008.8,1010.5,0.0,31.0,1.0,2.0,84.0,0.0,0.0,0.0,0.0,0.8,1.3,56.0,27.0,6.5,0.0,0.06,24.3,25.7,26.5,27.1,0.434,0.437,0.44,0.418,lh,10,True,2019
2019-10-16,31.0,23.9,37.3,28.5,2019-10-16T06:15,2019-10-16T18:18,23.04,0.1,0.0,11.0,27.7,4.67,5,lh,29.7,97.0,24.2,37.3,1011.7,1013.4,0.0,56.0,22.0,32.0,98.0,897.0,711.0,186.0,790.4,11.0,14.0,337.0,360.0,27.7,0.66,1.29,29.9,27.2,26.5,27.1,0.443,0.442,0.44,0.419,lh,23.0,69.0,22.2,28.5,1006.8,1008.5,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.6,54.0,55.0,4.0,0.0,0.08,24.2,25.7,26.5,27.1,0.423,0.431,0.438,0.418,lh,10,True,2019
2019-10-17,29.2,24.7,35.0,29.4,2019-10-17T06:15,2019-10-17T18:17,15.83,6.1,0.0,9.2,22.3,3.2,5,lh,28.8,98.0,24.4,35.0,1011.9,1013.6,0.0,100.0,93.0,56.0,100.0,682.0,316.0,416.0,307.4,9.2,11.8,347.0,346.0,22.3,0.49,1.06,29.0,26.8,26.5,27.1,0.461,0.444,0.438,0.419,lh,23.1,73.0,22.5,29.4,1008.0,1009.7,0.0,35.0,1.0,5.0,85.0,0.0,0.0,0.0,0.0,2.7,3.9,14.0,13.0,5.4,0.0,0.04,24.4,25.9,26.5,27.0,0.424,0.43,0.436,0.419,lh,10,True,2019
2019-10-18,28.8,23.9,35.2,28.6,2019-10-18T06:15,2019-10-18T18:17,14.33,9.2,0.0,11.5,26.3,2.88,5,lh,28.4,98.0,25.5,35.2,1011.9,1013.6,0.0,100.0,96.0,38.0,100.0,745.0,372.0,427.0,317.0,11.5,14.8,354.0,349.0,26.3,0.51,0.68,28.3,26.6,26.5,27.0,0.461,0.454,0.438,0.42,lh,23.4,82.0,22.8,28.6,1008.2,1009.9,0.0,36.0,1.0,2.0,97.0,0.0,0.0,0.0,0.0,1.6,2.1,2.0,3.0,6.1,0.0,0.06,24.3,25.7,26.5,27.0,0.428,0.437,0.436,0.419,lh,10,True,2019
2019-10-19,29.7,24.3,35.5,29.3,2019-10-19T06:15,2019-10-19T18:17,19.17,2.5,0.0,9.0,22.3,3.87,5,lh,28.8,98.0,24.6,35.5,1012.0,1013.7,0.0,100.0,88.0,43.0,100.0,761.0,479.0,322.0,526.7,9.0,14.8,204.0,207.0,22.3,0.55,0.93,29.2,26.9,26.5,27.0,0.461,0.454,0.444,0.42,lh,23.1,76.0,22.8,29.3,1007.4,1009.1,0.0,35.0,4.0,5.0,75.0,0.0,0.0,0.0,0.0,1.8,2.5,28.0,28.0,5.4,0.0,0.06,24.3,25.6,26.5,27.0,0.409,0.442,0.438,0.42,lh,10,True,2019
2019-10-20,31.1,24.6,37.6,28.9,2019-10-20T06:15,2019-10-20T18:17,19.98,3.2,0.0,10.0,36.4,4.11,5,lh,29.8,97.0,25.4,37.6,1011.8,1013.5,0.0,100.0,77.0,32.0,100.0,874.0,700.0,316.0,729.8,10.0,13.6,331.0,341.0,36.4,0.64,1.25,29.6,27.0,26.5,27.0,0.455,0.441,0.444,0.421,lh,24.6,70.0,23.2,28.9,1007.6,1009.3,0.0,32.0,0.0,7.0,82.0,0.0,0.0,0.0,0.0,1.1,1.6,69.0,70.0,6.8,0.0,0.08,24.9,26.0,26.5,27.0,0.406,0.429,0.442,0.42,lh,10,True,2019
2019-10-21,30.3,24.5,37.4,29.9,2019-10-21T06:15,2019-10-21T18:16,17.56,10.0,0.0,10.2,27.0,3.56,5,lh,29.2,99.0,25.2,37.4,1011.3,1013.0,0.0,100.0,100.0,62.0,100.0,876.0,671.0,259.0,614.4,10.2,12.2,336.0,343.0,27.0,0.62,0.91,29.5,27.1,26.6,27.0,0.46,0.448,0.442,0.422,lh,23.5,77.0,23.2,29.9,1007.1,1008.8,0.0,36.0,4.0,3.0,80.0,0.0,0.0,0.0,0.0,1.3,1.6,29.0,30.0,5.8,0.0,0.04,25.1,26.1,26.5,27.0,0.434,0.434,0.441,0.421,lh,10,True,2019
