time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm)_x,elevation,city_x,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),snowfall (cm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (km/h),windspeed_100m (km/h),winddirection_10m (°),winddirection_100m (°),windgusts_10m (km/h),et0_fao_evapotranspiration (mm)_y,vapor_pressure_deficit (kPa),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),soil_temperature_100_to_255cm (°C),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),city_y,month
2020-01-28,30.8,24.7,36.1,29.6,2020-01-28T06:46,2020-01-28T18:42,16.67,0.7,0.0,13.8,29.5,3.72,5,lh,24.8,91.0,23.2,30.5,1011.3,1013.0,0.0,44.0,7.0,47.0,31.0,0.0,0.0,0.0,0.0,9.0,14.3,307.0,313.0,13.7,0.01,0.29,25.3,26.7,26.7,26.4,0.313,0.293,0.341,0.425,lh,2020
2020-01-29,29.0,24.8,34.2,29.5,2020-01-29T06:46,2020-01-29T18:42,14.8,9.4,0.0,14.4,31.0,2.92,5,lh,24.3,96.0,23.6,31.6,1013.2,1014.9,0.0,100.0,100.0,46.0,98.0,0.0,0.0,0.0,0.0,10.9,17.1,314.0,316.0,18.0,0.02,0.12,25.6,26.8,26.7,26.4,0.336,0.292,0.34,0.424,lh,2020
2020-01-30,29.7,23.4,36.0,27.7,2020-01-30T06:46,2020-01-30T18:42,19.45,0.7,0.0,10.8,25.2,3.94,5,lh,24.2,92.0,22.9,30.6,1012.8,1014.5,0.0,65.0,40.0,1.0,94.0,0.0,0.0,0.0,0.0,1.8,2.9,259.0,270.0,7.2,0.0,0.23,25.0,26.5,26.6,26.4,0.382,0.313,0.34,0.424,lh,2020
2020-01-31,29.6,23.8,35.3,28.4,2020-01-31T06:46,2020-01-31T18:42,20.37,1.5,0.0,10.7,23.8,4.11,5,lh,24.1,93.0,22.9,29.8,1011.9,1013.6,0.0,38.0,8.0,5.0,94.0,0.0,0.0,0.0,0.0,6.1,8.8,230.0,235.0,10.8,0.0,0.21,25.1,26.5,26.6,26.4,0.359,0.317,0.339,0.423,lh,2020
2020-02-01,30.3,24.4,36.5,29.2,2020-02-01T06:46,2020-02-01T18:43,20.53,0.0,0.0,13.6,28.1,4.28,5,lh,24.3,93.0,23.2,29.6,1011.4,1013.1,0.0,50.0,13.0,17.0,93.0,0.0,0.0,0.0,0.0,4.8,7.4,222.0,223.0,8.6,0.0,0.2,25.2,26.7,26.5,26.4,0.341,0.316,0.338,0.423,lh,2020
2020-02-02,29.2,24.9,35.8,30.1,2020-02-02T06:46,2020-02-02T18:43,16.62,7.8,0.0,12.6,25.6,3.28,5,lh,25.4,92.0,24.0,32.0,1011.7,1013.4,0.0,57.0,13.0,29.0,93.0,0.0,0.0,0.0,0.0,5.8,9.7,150.0,141.0,9.7,0.0,0.26,26.0,27.0,26.5,26.4,0.331,0.312,0.336,0.422,lh,2020
2020-02-03,30.4,24.7,36.3,29.5,2020-02-03T06:46,2020-02-03T18:43,19.9,1.3,0.0,11.5,25.9,4.09,5,lh,25.2,91.0,23.7,30.9,1013.0,1014.7,0.0,90.0,11.0,84.0,100.0,0.0,0.0,0.0,0.0,8.2,11.5,221.0,229.0,13.3,0.0,0.27,25.7,26.7,26.6,26.4,0.363,0.314,0.336,0.421,lh,2020
2020-02-04,30.2,23.0,35.8,27.1,2020-02-04T06:46,2020-02-04T18:43,22.58,0.1,0.0,10.9,24.5,4.56,5,lh,23.9,91.0,22.4,28.5,1012.3,1014.0,0.0,17.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,2.9,5.1,187.0,184.0,8.3,0.0,0.27,24.2,26.4,26.5,26.4,0.353,0.316,0.335,0.421,lh,2020
2020-02-05,30.7,22.0,36.4,25.5,2020-02-05T06:46,2020-02-05T18:43,23.16,0.0,0.0,12.4,27.4,4.75,5,lh,22.5,92.0,21.1,27.3,1011.7,1013.5,0.0,29.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,4.8,6.1,207.0,208.0,9.7,0.0,0.22,24.0,26.4,26.5,26.4,0.332,0.313,0.333,0.42,lh,2020
2020-02-06,30.6,23.5,36.8,28.3,2020-02-06T06:46,2020-02-06T18:44,22.24,0.9,0.0,11.2,25.6,4.54,5,lh,23.1,93.0,22.0,29.2,1012.2,1013.9,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,9.7,213.0,207.0,10.8,0.0,0.19,24.3,26.4,26.4,26.4,0.313,0.307,0.332,0.419,lh,2020
2020-02-07,29.7,24.5,35.6,29.7,2020-02-07T06:46,2020-02-07T18:44,16.29,2.7,0.0,8.4,27.4,3.39,5,lh,24.4,96.0,23.8,30.7,1012.7,1014.4,0.0,53.0,8.0,28.0,98.0,0.0,0.0,0.0,0.0,5.3,7.2,242.0,252.0,7.6,0.0,0.11,25.6,26.7,26.4,26.4,0.345,0.303,0.331,0.419,lh,2020
2020-02-08,31.1,23.2,36.5,27.2,2020-02-08T06:46,2020-02-08T18:44,21.67,0.0,0.0,13.8,28.8,4.5,5,lh,24.6,91.0,23.1,29.2,1013.3,1015.0,0.0,51.0,0.0,40.0,89.0,0.0,0.0,0.0,0.0,6.9,10.5,231.0,229.0,10.4,0.0,0.28,25.1,26.4,26.4,26.4,0.379,0.349,0.33,0.418,lh,2020
2020-02-09,30.5,23.0,36.2,27.1,2020-02-09T06:46,2020-02-09T18:44,21.06,1.1,0.0,9.5,23.0,4.35,5,lh,25.0,85.0,22.3,27.6,1014.5,1016.3,0.0,26.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,4.8,8.4,283.0,295.0,8.6,0.0,0.48,24.0,26.5,26.4,26.4,0.35,0.346,0.33,0.418,lh,2020
2020-02-10,30.3,24.1,35.7,29.2,2020-02-10T06:46,2020-02-10T18:44,17.49,0.5,0.0,9.6,25.9,3.69,5,lh,23.6,94.0,22.5,29.8,1012.7,1014.4,0.0,37.0,4.0,21.0,68.0,0.0,0.0,0.0,0.0,5.4,9.3,200.0,196.0,9.0,0.0,0.18,24.6,26.4,26.4,26.4,0.339,0.34,0.329,0.417,lh,2020
2020-02-11,29.7,24.7,35.5,29.1,2020-02-11T06:46,2020-02-11T18:44,14.58,9.1,0.0,9.9,26.6,2.97,5,lh,25.2,87.0,22.9,29.9,1013.0,1014.7,0.0,65.0,20.0,30.0,95.0,0.0,0.0,0.0,0.0,9.6,15.1,110.0,102.0,14.4,0.01,0.42,25.7,26.6,26.4,26.4,0.336,0.335,0.328,0.417,lh,2020
2020-02-12,30.6,24.9,35.6,29.3,2020-02-12T06:46,2020-02-12T18:45,19.99,0.7,0.0,16.7,37.1,4.25,5,lh,24.3,97.0,23.8,30.8,1013.3,1015.0,0.0,38.0,6.0,6.0,96.0,0.0,0.0,0.0,0.0,3.9,6.0,158.0,155.0,15.5,0.0,0.08,25.4,26.4,26.4,26.4,0.383,0.337,0.328,0.416,lh,2020
2020-02-13,30.4,25.0,37.8,30.4,2020-02-13T06:46,2020-02-13T18:45,20.04,5.8,0.0,9.8,25.6,4.11,5,lh,25.7,90.0,24.0,31.4,1012.5,1014.2,0.0,33.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,6.4,11.5,142.0,136.0,13.3,0.0,0.32,26.1,26.8,26.4,26.4,0.367,0.337,0.327,0.416,lh,2020
2020-02-14,31.4,24.1,38.5,29.1,2020-02-14T06:45,2020-02-14T18:45,20.07,7.9,0.0,10.8,22.0,4.18,5,lh,25.0,91.0,23.4,30.6,1012.1,1013.8,0.0,67.0,27.0,21.0,100.0,0.0,0.0,0.0,0.0,6.4,8.2,223.0,221.0,11.2,0.0,0.29,25.6,26.9,26.4,26.4,0.416,0.344,0.327,0.415,lh,2020
2020-02-15,29.5,24.6,37.2,29.6,2020-02-15T06:45,2020-02-15T18:45,19.67,4.7,0.0,10.4,26.6,3.91,5,lh,24.7,92.0,23.3,30.6,1012.2,1013.9,0.0,70.0,26.0,29.0,97.0,0.0,0.0,0.0,0.0,7.9,12.7,267.0,277.0,11.5,0.0,0.24,25.6,27.1,26.5,26.4,0.407,0.356,0.326,0.414,lh,2020
2020-02-16,30.1,23.9,37.2,28.4,2020-02-16T06:45,2020-02-16T18:45,20.58,1.1,0.0,13.1,27.7,4.08,5,lh,24.1,95.0,23.3,30.3,1012.9,1014.6,0.0,13.0,3.0,1.0,31.0,0.0,0.0,0.0,0.0,5.2,7.9,295.0,313.0,9.0,0.0,0.14,25.2,26.7,26.5,26.4,0.415,0.373,0.327,0.414,lh,2020
2020-02-17,30.1,24.5,36.6,29.4,2020-02-17T06:45,2020-02-17T18:45,19.33,0.4,0.0,10.6,25.6,3.9,5,lh,24.6,92.0,23.2,30.9,1013.6,1015.3,0.0,37.0,19.0,2.0,63.0,0.0,0.0,0.0,0.0,5.2,8.0,254.0,265.0,7.6,0.0,0.25,25.4,26.8,26.5,26.4,0.394,0.374,0.327,0.414,lh,2020
2020-02-18,29.5,24.3,34.6,29.1,2020-02-18T06:45,2020-02-18T18:45,12.01,0.6,0.0,12.3,22.3,2.71,5,lh,23.8,94.0,22.9,29.7,1013.6,1015.3,0.0,21.0,6.0,5.0,41.0,0.0,0.0,0.0,0.0,5.6,9.1,230.0,236.0,9.4,0.0,0.16,24.9,26.7,26.5,26.4,0.383,0.37,0.327,0.413,lh,2020
2020-02-19,30.2,23.9,35.3,27.7,2020-02-19T06:45,2020-02-19T18:45,17.6,9.3,0.0,17.3,33.1,3.72,5,lh,25.1,86.0,22.7,28.6,1014.0,1015.7,0.0,75.0,1.0,96.0,54.0,0.0,0.0,0.0,0.0,12.0,17.8,134.0,137.0,12.6,0.02,0.44,25.1,26.4,26.5,26.4,0.383,0.367,0.327,0.413,lh,2020
2020-02-20,30.4,23.6,35.8,27.9,2020-02-20T06:44,2020-02-20T18:45,21.96,1.2,0.0,13.4,27.7,4.49,5,lh,24.9,88.0,22.8,29.3,1013.2,1014.9,0.0,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,9.4,15.8,182.0,179.0,18.0,0.01,0.37,25.3,26.3,26.5,26.4,0.418,0.402,0.329,0.412,lh,2020
2020-02-21,30.4,23.8,35.5,27.8,2020-02-21T06:44,2020-02-21T18:45,21.42,0.9,0.0,16.6,33.8,4.41,5,lh,23.8,96.0,23.0,30.6,1013.5,1015.2,0.0,11.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.8,2.9,191.0,173.0,5.0,0.0,0.13,25.0,26.6,26.4,26.4,0.393,0.392,0.33,0.412,lh,2020
2020-02-22,30.5,24.0,36.2,27.5,2020-02-22T06:44,2020-02-22T18:45,21.92,1.1,0.0,17.2,41.0,4.48,5,lh,24.9,88.0,22.7,30.1,1014.6,1016.3,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,4.2,6.0,211.0,197.0,8.3,0.0,0.39,25.3,26.6,26.4,26.4,0.388,0.383,0.33,0.411,lh,2020
2020-02-23,29.6,24.8,34.3,28.9,2020-02-23T06:44,2020-02-23T18:45,19.41,6.4,0.0,16.7,36.0,3.84,5,lh,25.4,85.0,22.7,30.0,1013.5,1015.2,0.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,7.2,13.7,183.0,180.0,16.6,0.0,0.48,25.9,26.8,26.4,26.4,0.381,0.375,0.33,0.411,lh,2020
2020-02-24,29.7,24.4,35.5,28.7,2020-02-24T06:43,2020-02-24T18:45,20.57,1.5,0.0,13.1,27.7,4.25,5,lh,24.8,88.0,22.7,29.0,1013.7,1015.4,0.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,7.5,13.7,197.0,194.0,12.6,0.0,0.37,25.4,26.5,26.4,26.4,0.389,0.372,0.33,0.41,lh,2020
2020-02-25,30.6,24.3,37.1,29.4,2020-02-25T06:43,2020-02-25T18:45,22.8,0.4,0.0,16.0,32.0,4.71,5,lh,25.0,92.0,23.7,30.7,1011.2,1012.9,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.3,9.0,204.0,196.0,9.4,0.0,0.25,25.7,26.8,26.4,26.4,0.371,0.366,0.33,0.41,lh,2020
2020-02-26,31.1,25.4,37.9,30.1,2020-02-26T06:43,2020-02-26T18:45,23.4,0.8,0.0,14.0,27.4,4.8,5,lh,25.8,90.0,24.0,31.4,1011.2,1012.9,0.0,14.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,7.2,13.1,177.0,164.0,11.9,0.0,0.34,26.3,27.1,26.5,26.4,0.36,0.358,0.329,0.409,lh,2020
2020-02-27,31.6,24.2,38.3,28.9,2020-02-27T06:42,2020-02-27T18:45,24.86,0.0,0.0,12.7,27.0,5.15,5,lh,24.7,94.0,23.7,32.3,1011.1,1012.8,0.0,11.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,3.6,7.9,225.0,219.0,8.6,0.0,0.18,25.8,27.3,26.5,26.4,0.352,0.35,0.328,0.409,lh,2020
2020-02-28,31.1,24.1,37.8,29.2,2020-02-28T06:42,2020-02-28T18:45,21.26,0.5,0.0,9.2,22.3,4.36,5,lh,25.6,90.0,23.9,30.7,1010.8,1012.5,0.0,8.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,5.9,8.7,223.0,225.0,6.5,0.0,0.32,25.4,27.3,26.6,26.4,0.337,0.342,0.327,0.408,lh,2020
2020-02-29,31.4,26.0,37.5,31.5,2020-02-29T06:42,2020-02-29T18:45,22.5,0.0,0.0,13.2,28.1,4.71,5,lh,25.0,94.0,24.1,32.6,1009.8,1011.5,0.0,41.0,1.0,48.0,36.0,0.0,0.0,0.0,0.0,5.4,10.1,188.0,182.0,6.8,0.0,0.18,25.8,27.1,26.6,26.4,0.353,0.337,0.326,0.408,lh,2020
2020-03-01,31.0,25.4,37.6,31.3,2020-03-01T06:41,2020-03-01T18:45,21.69,0.7,0.0,9.6,22.7,4.47,5,lh,24.4,96.0,23.6,32.0,1010.8,1012.5,0.0,32.0,0.0,36.0,33.0,0.0,0.0,0.0,0.0,5.7,6.3,235.0,239.0,6.5,0.0,0.13,25.6,27.1,26.7,26.4,0.358,0.333,0.326,0.407,lh,2020
2020-03-02,31.1,24.4,37.9,29.6,2020-03-02T06:41,2020-03-02T18:45,24.06,1.4,0.0,11.4,26.6,4.92,5,lh,24.9,93.0,23.7,31.4,1010.4,1012.1,0.0,73.0,0.0,71.0,100.0,0.0,0.0,0.0,0.0,4.0,6.8,270.0,273.0,7.6,0.0,0.22,25.2,27.2,26.7,26.4,0.35,0.331,0.325,0.407,lh,2020
2020-03-03,31.1,24.2,37.6,29.3,2020-03-03T06:41,2020-03-03T18:45,23.52,0.8,0.0,11.1,23.8,4.86,5,lh,24.5,95.0,23.7,31.3,1011.1,1012.8,0.0,18.0,0.0,8.0,43.0,0.0,0.0,0.0,0.0,6.5,10.1,276.0,287.0,10.1,0.0,0.14,25.7,27.4,26.7,26.4,0.333,0.325,0.324,0.407,lh,2020
2020-03-04,32.2,23.0,38.6,27.3,2020-03-04T06:40,2020-03-04T18:45,23.81,0.0,0.0,16.1,32.0,5.0,5,lh,23.7,96.0,22.9,30.2,1010.5,1012.2,0.0,17.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,7.1,11.8,229.0,230.0,11.5,0.0,0.13,25.1,27.4,26.8,26.4,0.319,0.319,0.323,0.406,lh,2020
2020-03-05,32.0,24.1,38.2,29.2,2020-03-05T06:40,2020-03-05T18:45,21.98,0.9,0.0,9.9,24.8,4.63,5,lh,25.3,94.0,24.3,32.0,1011.3,1013.0,0.0,54.0,23.0,16.0,78.0,0.0,0.0,0.0,0.0,4.1,5.6,218.0,225.0,7.6,0.0,0.2,26.2,27.4,26.8,26.5,0.307,0.313,0.321,0.406,lh,2020
2020-03-06,32.0,25.4,39.4,30.3,2020-03-06T06:40,2020-03-06T18:45,17.15,2.0,0.0,7.6,21.6,3.69,5,lh,24.2,96.0,23.5,31.8,1013.1,1014.8,0.0,77.0,27.0,38.0,99.0,0.0,0.0,0.0,0.0,4.3,4.4,228.0,235.0,10.1,0.0,0.12,25.9,27.4,26.8,26.5,0.339,0.309,0.321,0.405,lh,2020
2020-03-07,31.6,24.3,38.1,29.1,2020-03-07T06:39,2020-03-07T18:44,17.45,0.0,0.0,6.5,19.4,3.76,5,lh,24.2,96.0,23.5,30.4,1013.7,1015.4,0.0,36.0,1.0,9.0,98.0,0.0,0.0,0.0,0.0,5.5,7.5,238.0,253.0,7.2,0.0,0.13,25.4,26.9,26.8,26.5,0.374,0.341,0.32,0.405,lh,2020
2020-03-08,32.4,25.4,39.2,30.7,2020-03-08T06:39,2020-03-08T18:44,21.73,0.2,0.0,13.6,29.9,4.72,5,lh,26.5,87.0,24.2,32.6,1013.0,1014.7,0.0,35.0,0.0,15.0,86.0,0.0,0.0,0.0,0.0,2.1,2.1,239.0,239.0,5.0,0.0,0.44,25.7,27.2,26.8,26.5,0.348,0.34,0.32,0.404,lh,2020
2020-03-09,31.7,25.1,38.4,29.8,2020-03-09T06:38,2020-03-09T18:44,20.7,0.2,0.0,13.0,28.4,4.47,5,lh,25.0,94.0,24.0,32.2,1011.3,1013.0,0.0,50.0,15.0,11.0,98.0,0.0,0.0,0.0,0.0,6.9,10.6,279.0,288.0,10.4,0.0,0.17,26.0,27.4,26.9,26.5,0.343,0.335,0.319,0.404,lh,2020
2020-03-10,31.9,24.8,38.7,30.0,2020-03-10T06:38,2020-03-10T18:44,21.13,2.3,0.0,16.6,35.3,4.44,5,lh,24.7,95.0,23.9,32.5,1010.1,1011.8,0.0,53.0,28.0,4.0,85.0,0.0,0.0,0.0,0.0,4.3,6.6,265.0,279.0,7.9,0.0,0.15,25.9,27.4,26.9,26.5,0.336,0.33,0.318,0.403,lh,2020
2020-03-11,30.6,24.7,36.3,29.8,2020-03-11T06:38,2020-03-11T18:44,19.38,4.3,0.0,11.5,29.5,3.92,5,lh,24.9,91.0,23.3,31.7,1011.4,1013.1,0.0,77.0,46.0,45.0,29.0,0.0,0.0,0.0,0.0,8.4,13.0,313.0,318.0,15.8,0.0,0.29,25.9,27.2,26.9,26.5,0.355,0.326,0.318,0.403,lh,2020
2020-03-12,32.3,25.0,38.8,30.0,2020-03-12T06:37,2020-03-12T18:44,22.69,0.4,0.0,13.7,31.0,4.9,5,lh,24.7,95.0,23.9,32.1,1012.3,1014.0,0.0,32.0,3.0,27.0,43.0,0.0,0.0,0.0,0.0,4.7,7.2,238.0,243.0,7.2,0.0,0.15,25.6,27.0,26.9,26.5,0.386,0.358,0.318,0.403,lh,2020
2020-03-13,32.2,24.8,39.9,29.4,2020-03-13T06:37,2020-03-13T18:44,25.04,0.1,0.0,11.7,25.9,5.3,5,lh,24.8,94.0,23.8,31.7,1013.6,1015.3,0.0,24.0,7.0,1.0,58.0,0.0,0.0,0.0,0.0,6.9,12.3,276.0,291.0,11.9,0.0,0.19,25.7,27.2,26.9,26.5,0.399,0.362,0.318,0.402,lh,2020
2020-03-14,33.8,24.8,39.7,29.7,2020-03-14T06:36,2020-03-14T18:44,25.75,0.0,0.0,13.6,31.7,5.77,5,lh,24.7,93.0,23.5,31.4,1011.6,1013.3,0.0,13.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,4.6,5.5,198.0,191.0,9.4,0.0,0.22,25.7,27.6,26.9,26.5,0.367,0.358,0.317,0.402,lh,2020
2020-03-15,32.1,25.9,38.6,31.8,2020-03-15T06:36,2020-03-15T18:43,21.08,0.0,0.0,16.6,36.7,4.55,5,lh,26.1,92.0,24.6,33.4,1009.8,1011.5,0.0,8.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,6.0,11.5,163.0,148.0,14.0,0.0,0.28,26.8,28.0,27.0,26.5,0.343,0.348,0.316,0.401,lh,2020
2020-03-16,34.0,26.0,39.1,30.9,2020-03-16T06:36,2020-03-16T18:43,23.44,0.0,0.0,17.3,37.8,5.51,5,lh,26.0,92.0,24.6,32.5,1011.1,1012.8,0.0,24.0,5.0,3.0,58.0,0.0,0.0,0.0,0.0,7.9,13.6,164.0,158.0,17.3,0.01,0.27,26.8,27.8,27.1,26.5,0.36,0.343,0.316,0.401,lh,2020
2020-03-17,32.0,25.9,39.5,31.5,2020-03-17T06:35,2020-03-17T18:43,18.87,0.2,0.0,9.7,25.9,4.06,5,lh,26.1,91.0,24.6,32.4,1012.1,1013.8,0.0,34.0,2.0,4.0,99.0,0.0,0.0,0.0,0.0,4.7,7.6,180.0,161.0,10.4,0.0,0.29,26.9,28.0,27.1,26.5,0.344,0.336,0.315,0.401,lh,2020
2020-03-18,32.0,25.1,37.1,29.3,2020-03-18T06:35,2020-03-18T18:43,20.02,0.2,0.0,15.1,31.7,4.6,5,lh,24.6,95.0,23.8,32.1,1012.4,1014.1,0.0,32.0,0.0,5.0,98.0,0.0,0.0,0.0,0.0,4.3,6.1,265.0,273.0,8.3,0.0,0.15,25.8,27.6,27.2,26.6,0.347,0.332,0.315,0.4,lh,2020
2020-03-19,31.8,23.5,38.0,27.6,2020-03-19T06:34,2020-03-19T18:43,22.86,0.4,0.0,11.1,27.0,4.89,5,lh,25.1,93.0,23.9,30.4,1011.9,1013.6,0.0,28.0,1.0,0.0,89.0,0.0,0.0,0.0,0.0,8.0,12.6,260.0,273.0,16.9,0.01,0.21,26.1,27.5,27.2,26.6,0.338,0.327,0.314,0.4,lh,2020
2020-03-20,32.9,23.9,38.6,29.0,2020-03-20T06:34,2020-03-20T18:43,23.49,0.3,0.0,13.2,30.6,5.09,5,lh,25.6,88.0,23.5,30.4,1011.9,1013.6,0.0,32.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,3.9,5.4,248.0,270.0,6.8,0.0,0.38,25.5,27.6,27.2,26.6,0.319,0.32,0.313,0.399,lh,2020
2020-03-21,32.6,25.1,38.4,30.1,2020-03-21T06:33,2020-03-21T18:43,22.4,0.0,0.0,14.8,32.8,4.97,5,lh,24.3,91.0,22.8,30.6,1012.0,1013.7,0.0,30.0,0.0,20.0,59.0,0.0,0.0,0.0,0.0,2.9,3.6,240.0,264.0,6.5,0.0,0.26,25.3,27.4,27.2,26.6,0.316,0.315,0.312,0.399,lh,2020
2020-03-22,32.9,23.8,37.8,28.1,2020-03-22T06:33,2020-03-22T18:42,22.24,0.5,0.0,15.1,33.1,5.03,5,lh,23.7,93.0,22.5,29.8,1012.6,1014.3,0.0,7.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,4.9,6.5,253.0,273.0,7.9,0.0,0.2,25.0,27.2,27.1,26.6,0.346,0.311,0.311,0.398,lh,2020
2020-03-23,32.3,25.1,36.4,29.5,2020-03-23T06:33,2020-03-23T18:42,17.52,0.0,0.0,8.6,24.5,4.08,5,lh,24.2,92.0,22.8,31.4,1011.8,1013.5,0.0,56.0,0.0,57.0,73.0,0.0,0.0,0.0,0.0,6.0,8.8,245.0,258.0,11.2,0.01,0.24,25.3,27.2,27.1,26.6,0.334,0.308,0.31,0.398,lh,2020
2020-03-24,33.3,25.5,38.9,29.7,2020-03-24T06:32,2020-03-24T18:42,22.87,0.0,0.0,12.0,31.0,5.05,5,lh,25.0,89.0,23.1,31.2,1010.6,1012.3,0.0,48.0,0.0,32.0,97.0,0.0,0.0,0.0,0.0,5.4,7.6,266.0,278.0,7.6,0.01,0.34,25.4,27.2,27.1,26.6,0.322,0.305,0.31,0.398,lh,2020
2020-03-25,34.3,25.0,40.3,29.1,2020-03-25T06:32,2020-03-25T18:42,25.25,1.9,0.0,14.8,33.8,5.63,5,lh,24.9,93.0,23.6,31.0,1008.6,1010.3,0.0,14.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,5.2,8.9,168.0,153.0,7.9,0.0,0.24,25.9,27.6,27.1,26.6,0.315,0.3,0.308,0.397,lh,2020
2020-03-26,32.6,25.4,38.2,30.8,2020-03-26T06:31,2020-03-26T18:42,18.63,2.7,0.0,9.1,27.7,4.08,5,lh,25.0,94.0,23.9,32.7,1010.2,1011.9,0.0,56.0,11.0,31.0,93.0,0.0,0.0,0.0,0.0,3.2,3.4,243.0,238.0,6.1,0.0,0.2,26.3,27.8,27.1,26.6,0.308,0.294,0.307,0.397,lh,2020
2020-03-27,32.4,24.8,39.6,29.5,2020-03-27T06:31,2020-03-27T18:42,23.58,0.3,0.0,9.8,27.0,4.98,5,lh,24.3,94.0,23.3,31.3,1011.7,1013.4,0.0,37.0,8.0,0.0,99.0,0.0,0.0,0.0,0.0,4.0,5.8,243.0,240.0,9.0,0.0,0.17,25.4,27.3,27.1,26.6,0.385,0.303,0.307,0.396,lh,2020
2020-03-28,32.8,25.1,39.7,30.1,2020-03-28T06:30,2020-03-28T18:41,22.64,1.2,0.0,11.3,29.5,4.87,5,lh,25.2,95.0,24.3,32.7,1011.3,1013.0,0.0,26.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,2.8,3.5,220.0,204.0,6.8,0.0,0.17,26.1,27.7,27.1,26.6,0.351,0.306,0.306,0.396,lh,2020
2020-03-29,33.8,25.6,41.1,30.8,2020-03-29T06:30,2020-03-29T18:41,23.72,0.2,0.0,15.1,31.3,5.29,5,lh,25.4,92.0,24.0,31.8,1010.3,1012.0,0.0,25.0,13.0,4.0,35.0,0.0,0.0,0.0,0.0,7.6,11.5,265.0,274.0,10.4,0.0,0.25,26.2,27.7,27.2,26.7,0.35,0.306,0.305,0.395,lh,2020
2020-03-30,32.8,25.7,39.1,30.2,2020-03-30T06:29,2020-03-30T18:41,22.92,0.0,0.0,14.6,33.5,5.11,5,lh,25.4,90.0,23.6,32.4,1010.4,1012.1,0.0,12.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,6.5,10.6,276.0,294.0,9.7,0.01,0.33,26.1,27.8,27.2,26.7,0.36,0.305,0.304,0.395,lh,2020
2020-03-31,33.9,25.2,40.5,29.7,2020-03-31T06:29,2020-03-31T18:41,25.13,0.0,0.0,13.8,31.7,5.62,5,lh,25.2,92.0,23.8,31.2,1011.6,1013.3,0.0,35.0,11.0,5.0,74.0,0.0,0.0,0.0,0.0,7.8,12.2,283.0,289.0,10.1,0.01,0.26,26.2,27.7,27.2,26.7,0.349,0.305,0.304,0.395,lh,2020
2020-04-01,33.0,25.5,39.3,30.9,2020-04-01T06:29,2020-04-01T18:41,22.55,0.8,0.0,13.3,30.6,5.0,5,lh,25.8,91.0,24.3,32.2,1010.3,1012.0,0.0,29.0,0.0,2.0,92.0,0.0,0.0,0.0,0.0,5.8,8.9,270.0,284.0,8.3,0.0,0.28,26.3,28.0,27.2,26.7,0.326,0.301,0.303,0.394,lh,2020
2020-04-02,32.1,25.4,37.5,30.5,2020-04-02T06:28,2020-04-02T18:41,16.86,1.3,0.0,11.8,28.1,3.8,5,lh,25.1,93.0,23.8,31.2,1010.5,1012.2,0.0,40.0,7.0,8.0,95.0,0.0,0.0,0.0,0.0,6.2,9.0,260.0,265.0,9.4,0.0,0.24,26.1,27.7,27.3,26.7,0.35,0.3,0.302,0.394,lh,2020
